candidate_names,capability_choice_correct,condition,constraint_violation,family,generated_text,generated_tokens,instruction_following_success,materialization_seconds,max_candidates,model_invocations,native_kv_bytes,phase_a_capability_tokens,phase_a_selected_name,phase_a_ttft_seconds,phase_b_capability_tokens,phase_b_ttft_seconds,phase_transition_overhead_seconds,prompt_tokens,query_id,required_skill_recall_at_k,selected_name,target_name,task_success,total_capability_tokens,total_ttft_seconds,wall_clock_seconds,wrong_skill_use,context_fit,generation_error
document_review|research_summary|decision_record|literature_screening|meeting_summary|accessibility_review|github_pr_review|prompt_eval_design|api_design_review|model_eval_review|postmortem_writing|security_review|release_checklist|onboarding_plan|dependency_audit|experiment_analysis|migration_planning|github_issue_triage|data_quality_review|privacy_assessment|customer_support_reply|bug_reproduction|incident_triage|performance_diagnosis|customer_escalation,0,S2_selection_to_full,0,document_analysis,"SKILL_APPLIED: decision_record  \nDecision: The decision to implement a new system architecture is based on the following context and constraints. The decision drivers include the need for improved scalability, enhanced user experience, and cost efficiency.  \n\nEvidence:  \n- **Context**: The current system architecture is outdated and lacks scalability, leading to performance bottlenecks.  \n- **Constraints**: The project must adhere to the latest technical standards and budget limits.  \n- **Options**:  \n  1. **Option A**: Implement a microservices architecture with increased scalability.  \n",120,0,0.004012399818748236,25,2,341311488,2527,decision_record,10.438608199823648,449,1.1555059999227524,0.0034427999053150415,3112,document_review-test,1,decision_record,document_review,0,2976,11.5941141997464,28.651443499606103,1,1,
document_review|research_summary|decision_record|literature_screening|meeting_summary|accessibility_review|github_pr_review|prompt_eval_design|api_design_review|model_eval_review|postmortem_writing|security_review|release_checklist|onboarding_plan|dependency_audit|experiment_analysis|migration_planning|github_issue_triage|data_quality_review|privacy_assessment|customer_support_reply|bug_reproduction|incident_triage|performance_diagnosis|customer_escalation,1,S3_oracle_full,0,document_analysis,"SKILL_APPLIED: document_review  \nDecision: The draft appears to be well-structured and logically consistent. The audience is identified as the reader, and the purpose is clear. Claims are supported by the content, and the structure follows a logical flow.  \nEvidence: The draft includes clear examples and a coherent explanation of the topic.  \nNext action: No additional edits are needed.",78,1,0.0001238000113517046,25,1,52527104,458,,1.14275180012919,0,0.0,0.0,523,document_review-test,1,document_review,document_review,1,458,1.14275180012919,11.561087800189853,0,1,
research_summary|literature_screening,1,S0_full_all,0,document_analysis,"SKILL_APPLIED: research_summary  \nEvidence: The research material provides evidence supporting the hypothesis, with specific findings and methodologies used. Limitations include potential biases in data collection and conflicting results. Open questions include the scope of the study and the applicability of the findings to real-world scenarios.  \nNext action: Further research is needed to validate these findings and explore the implications of the results.",79,0,0.00017329980619251728,2,1,105742336,922,,2.3217841999139637,0,0.0,0.0,988,research_summary-test,1,research_summary,research_summary,0,922,2.3217841999139637,14.30392919969745,0,1,
research_summary|literature_screening,0,S1_selection_only,0,document_analysis,"- **Evidence**: Extract claims, evidence, and limitations from the research material.  \n- **Limitations**: Identify any limitations in the research findings.  \n- **Questions Worth Pursuing Next**: Determine the open questions or areas that require further investigation.",51,0,0.00025240005925297737,2,1,22937600,200,,0.5553119000978768,0,0.0,0.0,266,research_summary-test,1,,research_summary,0,200,0.5553119000978768,8.170189399970695,0,1,
research_summary|literature_screening,1,S2_selection_to_full,0,document_analysis,"SKILL_APPLIED: research_summary  \nDecision: The research material outlines key findings and limitations, suggesting a need for further exploration of specific areas.  \nEvidence: The study highlights the importance of [specific area], with evidence supporting its relevance.  \nNext action: Further research into [specific area] would be beneficial.",72,1,0.0034619001671671867,2,2,75120640,200,research_summary,0.5465486999601126,455,1.1233881001826376,0.0033388000447303057,793,research_summary-test,1,research_summary,research_summary,1,655,1.6699368001427501,11.458897200180218,0,1,
research_summary|literature_screening,1,S3_oracle_full,0,document_analysis,"SKILL_APPLIED: research_summary  \nDecision: The research material outlines key findings and limitations, suggesting a need for further exploration of specific areas.  \nEvidence: The study highlights the importance of [specific area], with evidence supporting its relevance.  \nNext action: Further research into [specific area] would be beneficial.",64,1,0.00021580001339316368,2,1,52183040,455,,1.1282950998283923,0,0.0,0.0,521,research_summary-test,1,research_summary,research_summary,1,455,1.1282950998283923,9.749904699856415,0,1,
research_summary|literature_screening|meeting_summary|document_review,1,S0_full_all,0,document_analysis,"SKILL_APPLIED: research_summary  \nDecision: The research material has been condensed into evidence, limitations, and open questions. Evidence includes the key findings and conclusions from the research. Limitations and conflicting results are noted. Open questions are identified as the next steps to be explored.  \nEvidence: [Insert evidence here, e.g., key findings, data, results, etc.]  \nNext action: [Insert next action, e.g., ""Pursue further research on the identified open questions.""]",102,1,0.00023120013065636158,4,1,209879040,1830,,5.884855499956757,0,0.0,0.0,1896,research_summary-test,1,research_summary,research_summary,1,1830,5.884855499956757,30.1083247999195,0,1,
research_summary|literature_screening|meeting_summary|document_review,0,S1_selection_only,0,document_analysis,"- **Evidence**: Extract claims, evidence, and limitations from the research material.  \n- **Limitations**: Identify any constraints or biases in the research.  \n- **Questions Worth Pursuing Next**: Determine the open questions or areas for further investigation.",51,0,0.00016499985940754414,4,1,45301760,395,,0.9537804999854416,0,0.0,0.0,461,research_summary-test,1,,research_summary,0,395,0.9537804999854416,7.684726899722591,0,1,
research_summary|literature_screening|meeting_summary|document_review,1,S2_selection_to_full,0,document_analysis,"SKILL_APPLIED: research_summary  \nDecision: The research material outlines key findings and limitations, suggesting a need for further exploration of specific areas.  \nEvidence: The study highlights the importance of [specific area], with evidence supporting its relevance.  \nNext action: Further research into [specific area] would be beneficial.",72,1,0.003544299863278866,4,2,97484800,395,research_summary,0.9554828000254929,455,1.1536688001360744,0.003387399949133396,988,research_summary-test,1,research_summary,research_summary,1,850,2.1091516001615673,11.75761009985581,0,1,
research_summary|literature_screening|meeting_summary|document_review,1,S3_oracle_full,0,document_analysis,"SKILL_APPLIED: research_summary  \nDecision: The research material outlines key findings and limitations, suggesting a need for further exploration of specific areas.  \nEvidence: The study highlights the importance of [specific area], with evidence supporting its relevance.  \nNext action: Further research into [specific area] would be beneficial.",64,1,0.00012649991549551487,4,1,52183040,455,,1.1454783999361098,0,0.0,0.0,521,research_summary-test,1,research_summary,research_summary,1,455,1.1454783999361098,9.949173599714413,0,1,
research_summary|literature_screening|meeting_summary|document_review|github_issue_triage|postmortem_writing,1,S0_full_all,0,document_analysis,"SKILL_APPLIED: research_summary  \nEvidence: The research material has been condensed into claims, evidence, and open questions. Key findings include the importance of data integration and the need for iterative testing. Limitations include potential data gaps and variability in test environments.  \nNext action: Focus on implementing a robust data integration framework and conducting pilot testing to validate the approach.",74,0,0.0006805998273193836,6,1,317685760,2770,,11.75964880012907,0,0.0,0.0,2836,research_summary-test,1,research_summary,research_summary,0,2770,11.75964880012907,35.30356469983235,0,1,
research_summary|literature_screening|meeting_summary|document_review|github_issue_triage|postmortem_writing,0,S1_selection_only,0,document_analysis,"The research material has been condensed into evidence, limitations, and open questions. Evidence includes claims, data, and findings from the research. Limitations are discussed in the context of the study's scope and constraints. Open questions are identified as areas for further investigation. The next steps should focus on addressing these questions and refining the research further.",68,0,0.0003812001086771488,6,1,69730304,608,,1.532256499864161,0,0.0,0.0,674,research_summary-test,1,,research_summary,0,608,1.532256499864161,10.817475500050932,0,1,
research_summary|literature_screening|meeting_summary|document_review|github_issue_triage|postmortem_writing,1,S2_selection_to_full,0,document_analysis,"SKILL_APPLIED: research_summary  \nDecision: The research material outlines key findings and limitations, suggesting a need for further exploration of specific areas.  \nEvidence: The study highlights the importance of [specific area], with evidence supporting its relevance.  \nNext action: Further research into [specific area] would be beneficial.",72,1,0.0035590999759733677,6,2,121913344,608,research_summary,1.5267598999198526,455,1.1530549998860806,0.0033899000845849514,1201,research_summary-test,1,research_summary,research_summary,1,1063,2.6798148998059332,12.329094199696556,0,1,
research_summary|literature_screening|meeting_summary|document_review|github_issue_triage|postmortem_writing,1,S3_oracle_full,0,document_analysis,"SKILL_APPLIED: research_summary  \nDecision: The research material outlines key findings and limitations, suggesting a need for further exploration of specific areas.  \nEvidence: The study highlights the importance of [specific area], with evidence supporting its relevance.  \nNext action: Further research into [specific area] would be beneficial.",64,1,0.00017289980314671993,6,1,52183040,455,,1.140665699960664,0,0.0,0.0,521,research_summary-test,1,research_summary,research_summary,1,455,1.140665699960664,9.608542599948123,0,1,
research_summary|literature_screening|meeting_summary|document_review|github_issue_triage|postmortem_writing|experiment_analysis|data_quality_review,1,S0_full_all,0,document_analysis,"SKILL_APPLIED: research_summary  \nDecision: The research material has been condensed into evidence, limitations, and questions worth pursuing next. Evidence includes claims and evidence extracted from the research material. Limitations and conflicting results are recorded, and open questions are synthesized without erasing source differences.  \nEvidence: [Insert evidence here]  \nNext action: [Insert next action here]",76,1,0.0004124999977648258,8,1,424345600,3700,,31.759016000200063,0,0.0,0.0,3766,research_summary-test,1,research_summary,research_summary,1,3700,31.759016000200063,62.137889500008896,0,1,
research_summary|literature_screening|meeting_summary|document_review|github_issue_triage|postmortem_writing|experiment_analysis|data_quality_review,0,S1_selection_only,0,document_analysis,"- **Evidence**: The research material provides empirical data, statistical results, and experimental outcomes that support the claims made.  \n- **Limitations**: The study may have limited sample size, potential bias in data collection, or methodological constraints that affect the reliability of the findings.  \n- **Questions Worth Pursuing Next**: What is the broader implications of these findings for future research? How can the methodology be improved to enhance generalizability?",89,0,0.00021319999359548092,8,1,92209152,804,,1.968608200084418,0,0.0,0.0,870,research_summary-test,1,,research_summary,0,804,1.968608200084418,15.01725669996813,0,1,
research_summary|literature_screening|meeting_summary|document_review|github_issue_triage|postmortem_writing|experiment_analysis|data_quality_review,1,S2_selection_to_full,0,document_analysis,"SKILL_APPLIED: research_summary  \nDecision: The research material outlines key findings and limitations, suggesting a need for further exploration of specific areas.  \nEvidence: The study highlights the importance of [specific area], with evidence supporting its relevance.  \nNext action: Further research into [specific area] would be beneficial.",72,1,0.005506900139153004,8,2,144392192,804,research_summary,2.0144092000555247,455,1.1555637000128627,0.003897000104188919,1397,research_summary-test,1,research_summary,research_summary,1,1259,3.1699729000683874,12.85475750011392,0,1,
research_summary|literature_screening|meeting_summary|document_review|github_issue_triage|postmortem_writing|experiment_analysis|data_quality_review,1,S3_oracle_full,0,document_analysis,"SKILL_APPLIED: research_summary  \nDecision: The research material outlines key findings and limitations, suggesting a need for further exploration of specific areas.  \nEvidence: The study highlights the importance of [specific area], with evidence supporting its relevance.  \nNext action: Further research into [specific area] would be beneficial.",64,1,0.0003708999138325453,8,1,52183040,455,,1.15253289998509,0,0.0,0.0,521,research_summary-test,1,research_summary,research_summary,1,455,1.15253289998509,9.93154799984768,0,1,
research_summary|literature_screening|meeting_summary|document_review|github_issue_triage|postmortem_writing|experiment_analysis|data_quality_review|customer_escalation|privacy_assessment|security_review|decision_record|accessibility_review|api_design_review|model_eval_review|dependency_audit|prompt_eval_design|bug_reproduction|release_checklist|github_pr_review|onboarding_plan|migration_planning|performance_diagnosis|incident_triage|customer_support_reply,0,S0_full_all,0,document_analysis,,0,0,0.0027435999363660812,25,1,1342078976,11702,,0.0,0,0.0,0.0,11768,research_summary-test,1,,research_summary,0,11702,0.0,0.0027435999363660812,0,0,prompt_exceeds_runtime_limit
research_summary|literature_screening|meeting_summary|document_review|github_issue_triage|postmortem_writing|experiment_analysis|data_quality_review|customer_escalation|privacy_assessment|security_review|decision_record|accessibility_review|api_design_review|model_eval_review|dependency_audit|prompt_eval_design|bug_reproduction|release_checklist|github_pr_review|onboarding_plan|migration_planning|performance_diagnosis|incident_triage|customer_support_reply,0,S1_selection_only,0,document_analysis,"The research material has been condensed into evidence, limitations, and questions worth pursuing next. The evidence includes claims, evidence, limitations, and open questions. The questions worth pursuing next are: 1) What are the key findings from the research? 2) What are the limitations of the current approach? 3) What are the open questions that need further investigation?",75,0,0.0007569999434053898,25,1,289816576,2527,,10.342671100050211,0,0.0,0.0,2593,research_summary-test,1,,research_summary,0,2527,10.342671100050211,32.61410789983347,0,1,
research_summary|literature_screening|meeting_summary|document_review|github_issue_triage|postmortem_writing|experiment_analysis|data_quality_review|customer_escalation|privacy_assessment|security_review|decision_record|accessibility_review|api_design_review|model_eval_review|dependency_audit|prompt_eval_design|bug_reproduction|release_checklist|github_pr_review|onboarding_plan|migration_planning|performance_diagnosis|incident_triage|customer_support_reply,1,S2_selection_to_full,0,document_analysis,"SKILL_APPLIED: research_summary  \nDecision: The research material outlines key findings and limitations, suggesting a need for further exploration of specific areas.  \nEvidence: The study highlights the importance of [specific area], with evidence supporting its relevance.  \nNext action: Further research into [specific area] would be beneficial.",72,1,0.003969200188294053,25,2,341999616,2527,research_summary,10.339770500082523,455,1.1653319001197815,0.003366100136190653,3120,research_summary-test,1,research_summary,research_summary,1,2982,11.505102400202304,22.301409700419754,0,1,
research_summary|literature_screening|meeting_summary|document_review|github_issue_triage|postmortem_writing|experiment_analysis|data_quality_review|customer_escalation|privacy_assessment|security_review|decision_record|accessibility_review|api_design_review|model_eval_review|dependency_audit|prompt_eval_design|bug_reproduction|release_checklist|github_pr_review|onboarding_plan|migration_planning|performance_diagnosis|incident_triage|customer_support_reply,1,S3_oracle_full,0,document_analysis,"SKILL_APPLIED: research_summary  \nDecision: The research material outlines key findings and limitations, suggesting a need for further exploration of specific areas.  \nEvidence: The study highlights the importance of [specific area], with evidence supporting its relevance.  \nNext action: Further research into [specific area] would be beneficial.",64,1,0.00014739995822310448,25,1,52183040,455,,1.1610255998093635,0,0.0,0.0,521,research_summary-test,1,research_summary,research_summary,1,455,1.1610255998093635,9.686414399882779,0,1,
meeting_summary|research_summary,1,S0_full_all,0,communication,"SKILL_APPLIED: meeting_summary  \nDecision: The group agreed on the following actions:  \n- Action A: Owner: [Name], Date: [Date]  \n- Action B: Owner: [Name], Date: [Date]  \n- Action C: Owner: [Name], Date: [Date]  \n\nEvidence:  \n- Action A: Evidence: [Evidence]  \n- Action B: Evidence: [Evidence]  \n- Action C: Evidence: [Evidence]  \n\nNext action: [Next action]  \n\nUnresolved questions:  \n- [",112,1,0.00021079997532069683,2,1,103677952,904,,2.3296234000008553,0,0.0,0.0,969,meeting_summary-test,1,meeting_summary,meeting_summary,1,904,2.3296234000008553,19.323918800102547,0,1,
meeting_summary|research_summary,0,S1_selection_only,0,communication,The requested information is not available in the provided skill records. Please provide the meeting notes or research material to proceed.,24,0,0.00020039989612996578,2,1,22708224,198,,0.5599721998441964,0,0.0,0.0,263,meeting_summary-test,1,,meeting_summary,0,198,0.5599721998441964,3.772943699732423,0,1,
meeting_summary|research_summary,1,S2_selection_to_full,0,communication,"SKILL_APPLIED: meeting_summary  \nDecision: The group agreed on the following actions:  \n- Action A: Owner: [Name], Date: [Date]  \n- Action B: Owner: [Name], Date: [Date]  \n- Action C: Owner: [Name], Date: [Date]  \n\nEvidence:  \n- Action A: Evidence: [Evidence]  \n- Action B: Evidence: [Evidence]  \n- Action C: Evidence: [Evidence]  \n\nNext action: [Next action]  \n\nUnresolved questions:  \n- [",120,1,0.003258399898186326,2,2,74088448,198,meeting_summary,0.5445292999502271,448,1.1134174999315292,0.0030860998667776585,782,meeting_summary-test,1,meeting_summary,meeting_summary,1,646,1.6579467998817563,18.205483199795708,0,1,
meeting_summary|research_summary,1,S3_oracle_full,0,communication,"SKILL_APPLIED: meeting_summary  \nDecision: The group agreed on the following actions:  \n- Action A: Owner: [Name], Date: [Date]  \n- Action B: Owner: [Name], Date: [Date]  \n- Action C: Owner: [Name], Date: [Date]  \n\nEvidence:  \n- Action A: Evidence: [Evidence]  \n- Action B: Evidence: [Evidence]  \n- Action C: Evidence: [Evidence]  \n\nNext action: [Next action]  \n\nUnresolved questions:  \n- [",112,1,0.00018019997514784336,2,1,51380224,448,,1.1152208999264985,0,0.0,0.0,513,meeting_summary-test,1,meeting_summary,meeting_summary,1,448,1.1152208999264985,16.346405300078914,0,1,
meeting_summary|research_summary|decision_record|privacy_assessment,1,S0_full_all,0,communication,"SKILL_APPLIED: meeting_summary  \nDecision: The group agreed on the following actions:  \n- Action A: Owner: [Name], Date: [Date]  \n- Action B: Owner: [Name], Date: [Date]  \n- Action C: Owner: [Name], Date: [Date]  \n\nEvidence:  \n- Action A: Evidence: [Evidence]  \n- Action B: Evidence: [Evidence]  \n- Action C: Evidence: [Evidence]  \n\nNext action: [Next action]",105,1,0.00035879993811249733,4,1,209879040,1830,,5.895534400129691,0,0.0,0.0,1895,meeting_summary-test,1,meeting_summary,meeting_summary,1,1830,5.895534400129691,30.936083700042218,0,1,
meeting_summary|research_summary|decision_record|privacy_assessment,0,S1_selection_only,0,communication,"The request to capture what the group agreed, who owns each action, and what remains unresolved is best addressed by the **decision_record** skill. This skill is designed to document architectural decisions with context, options, rationale, and consequences. \n\nThe decision_record skill can be used to document the agreed-upon actions, assign ownership, and outline unresolved issues. \n\nIf you have specific details about the group's decisions, actions, and unresolved issues, I can help structure the response accordingly.",98,0,0.0001727000344544649,4,1,45989888,401,,0.975574100157246,0,0.0,0.0,466,meeting_summary-test,1,,meeting_summary,0,401,0.975574100157246,14.757191700162366,0,1,
meeting_summary|research_summary|decision_record|privacy_assessment,1,S2_selection_to_full,0,communication,"SKILL_APPLIED: meeting_summary  \nDecision: The group agreed on the following actions:  \n- Action A: Owner: [Name], Date: [Date]  \n- Action B: Owner: [Name], Date: [Date]  \n- Action C: Owner: [Name], Date: [Date]  \n\nEvidence:  \n- Action A: Evidence: [Evidence]  \n- Action B: Evidence: [Evidence]  \n- Action C: Evidence: [Evidence]  \n\nNext action: [Next action]  \n\nUnresolved questions:  \n- [",120,1,0.0031324001029133797,4,2,97370112,401,meeting_summary,0.9208778000902385,448,1.1294726999476552,0.002978700213134289,985,meeting_summary-test,1,meeting_summary,meeting_summary,1,849,2.0503505000378937,18.51595830009319,0,1,
meeting_summary|research_summary|decision_record|privacy_assessment,1,S3_oracle_full,0,communication,"SKILL_APPLIED: meeting_summary  \nDecision: The group agreed on the following actions:  \n- Action A: Owner: [Name], Date: [Date]  \n- Action B: Owner: [Name], Date: [Date]  \n- Action C: Owner: [Name], Date: [Date]  \n\nEvidence:  \n- Action A: Evidence: [Evidence]  \n- Action B: Evidence: [Evidence]  \n- Action C: Evidence: [Evidence]  \n\nNext action: [Next action]  \n\nUnresolved questions:  \n- [",112,1,0.00011939997784793377,4,1,51380224,448,,1.1278373999521136,0,0.0,0.0,513,meeting_summary-test,1,meeting_summary,meeting_summary,1,448,1.1278373999521136,16.218014999991283,0,1,
meeting_summary|research_summary|decision_record|privacy_assessment|api_design_review|github_issue_triage,1,S0_full_all,0,communication,"SKILL_APPLIED: meeting_summary  \nDecision: The group agreed on the following actions:  \n- Action A: Owner: [Name], Date: [Date]  \n- Action B: Owner: [Name], Date: [Date]  \n- Action C: Owner: [Name], Date: [Date]  \n\nEvidence:  \n- Action A: Evidence provided.  \n- Action B: Evidence provided.  \n- Action C: Evidence provided.  \n\nNext action: [Next action to be determined based on the agreed actions].",107,1,0.0003878998104482889,6,1,319406080,2785,,11.860467300051823,0,0.0,0.0,2850,meeting_summary-test,1,meeting_summary,meeting_summary,1,2785,11.860467300051823,46.33710170001723,0,1,
meeting_summary|research_summary|decision_record|privacy_assessment|api_design_review|github_issue_triage,0,S1_selection_only,0,communication,"The request to capture what the group agreed, who owns each action, and what remains unresolved is best addressed by the **decision_record** skill. This skill is designed to document architectural decisions with context, options, rationale, and consequences. \n\nThe decision_record skill can be used to document the agreed-upon actions, ownership of each action, and any unresolved issues or remaining tasks. \n\nIf you have specific details about the group's agreed actions, ownership, and unresolved tasks, I can help structure the information accordingly.",104,0,0.0002715000882744789,6,1,69959680,610,,1.5373408000450581,0,0.0,0.0,675,meeting_summary-test,1,,meeting_summary,0,610,1.5373408000450581,15.588796500116587,0,1,
meeting_summary|research_summary|decision_record|privacy_assessment|api_design_review|github_issue_triage,1,S2_selection_to_full,0,communication,"SKILL_APPLIED: meeting_summary  \nDecision: The group agreed on the following actions:  \n- Action A: Owner: [Name], Date: [Date]  \n- Action B: Owner: [Name], Date: [Date]  \n- Action C: Owner: [Name], Date: [Date]  \n\nEvidence:  \n- Action A: Evidence: [Evidence]  \n- Action B: Evidence: [Evidence]  \n- Action C: Evidence: [Evidence]  \n\nNext action: [Next action]  \n\nUnresolved questions:  \n- [",120,1,0.0030990999657660723,6,2,121339904,610,meeting_summary,1.5357993999496102,448,1.1452351999469101,0.002852899953722954,1194,meeting_summary-test,1,meeting_summary,meeting_summary,1,1058,2.6810345998965204,18.258767299819738,0,1,
meeting_summary|research_summary|decision_record|privacy_assessment|api_design_review|github_issue_triage,1,S3_oracle_full,0,communication,"SKILL_APPLIED: meeting_summary  \nDecision: The group agreed on the following actions:  \n- Action A: Owner: [Name], Date: [Date]  \n- Action B: Owner: [Name], Date: [Date]  \n- Action C: Owner: [Name], Date: [Date]  \n\nEvidence:  \n- Action A: Evidence: [Evidence]  \n- Action B: Evidence: [Evidence]  \n- Action C: Evidence: [Evidence]  \n\nNext action: [Next action]  \n\nUnresolved questions:  \n- [",112,1,0.0003575000446289778,6,1,51380224,448,,1.121397100156173,0,0.0,0.0,513,meeting_summary-test,1,meeting_summary,meeting_summary,1,448,1.121397100156173,16.01298000011593,0,1,
meeting_summary|research_summary|decision_record|privacy_assessment|api_design_review|github_issue_triage|migration_planning|dependency_audit,1,S0_full_all,0,communication,SKILL_APPLIED: meeting_summary  \nDecision: The group agreed on the following actions:  \n- Action 1: [Action Name] by [Owner] on [Date].  \n- Action 2: [Action Name] by [Owner] on [Date].  \n- Action 3: [Action Name] by [Owner] on [Date].  \nUnresolved questions: [List unresolved questions].  \n\nEvidence:  \n- [Evidence 1]  \n- [Evidence 2]  \n\nNext action: [Next action].,108,1,0.0005945002194494009,8,1,426868736,3722,,32.440987600013614,0,0.0,0.0,3787,meeting_summary-test,1,meeting_summary,meeting_summary,1,3722,32.440987600013614,76.03991740010679,0,1,
meeting_summary|research_summary|decision_record|privacy_assessment|api_design_review|github_issue_triage|migration_planning|dependency_audit,0,S1_selection_only,0,communication,"The request to capture what the group agreed, who owns each action, and what remains unresolved is best addressed by the **meeting_summary** skill. This skill is designed to convert meeting notes into decisions, owners, and follow-up actions. \n\nThe relevant skill is:\n\n**meeting_summary**.",59,0,0.0009759000968188047,8,1,92897280,810,,1.9849721998907626,0,0.0,0.0,875,meeting_summary-test,1,,meeting_summary,0,810,1.9849721998907626,10.475452900165692,0,1,
meeting_summary|research_summary|decision_record|privacy_assessment|api_design_review|github_issue_triage|migration_planning|dependency_audit,1,S2_selection_to_full,0,communication,"SKILL_APPLIED: meeting_summary  \nDecision: The group agreed on the following actions:  \n- Action A: Owner: [Name], Date: [Date]  \n- Action B: Owner: [Name], Date: [Date]  \n- Action C: Owner: [Name], Date: [Date]  \n\nEvidence:  \n- Action A: Evidence: [Evidence]  \n- Action B: Evidence: [Evidence]  \n- Action C: Evidence: [Evidence]  \n\nNext action: [Next action]  \n\nUnresolved questions:  \n- [",120,1,0.003231799928471446,8,2,144277504,810,meeting_summary,2.0230339001864195,448,1.1414495999924839,0.0030231999699026346,1394,meeting_summary-test,1,meeting_summary,meeting_summary,1,1258,3.1644835001789033,18.952207599766552,0,1,
meeting_summary|research_summary|decision_record|privacy_assessment|api_design_review|github_issue_triage|migration_planning|dependency_audit,1,S3_oracle_full,0,communication,"SKILL_APPLIED: meeting_summary  \nDecision: The group agreed on the following actions:  \n- Action A: Owner: [Name], Date: [Date]  \n- Action B: Owner: [Name], Date: [Date]  \n- Action C: Owner: [Name], Date: [Date]  \n\nEvidence:  \n- Action A: Evidence: [Evidence]  \n- Action B: Evidence: [Evidence]  \n- Action C: Evidence: [Evidence]  \n\nNext action: [Next action]  \n\nUnresolved questions:  \n- [",112,1,0.00012449990026652813,8,1,51380224,448,,1.1426149001345038,0,0.0,0.0,513,meeting_summary-test,1,meeting_summary,meeting_summary,1,448,1.1426149001345038,16.109074999811128,0,1,
meeting_summary|research_summary|decision_record|privacy_assessment|api_design_review|github_issue_triage|migration_planning|dependency_audit|postmortem_writing|release_checklist|github_pr_review|experiment_analysis|incident_triage|onboarding_plan|customer_escalation|literature_screening|data_quality_review|model_eval_review|security_review|document_review|performance_diagnosis|prompt_eval_design|accessibility_review|customer_support_reply|bug_reproduction,0,S0_full_all,0,communication,,0,0,0.004247700097039342,25,1,1342078976,11702,,0.0,0,0.0,0.0,11767,meeting_summary-test,1,,meeting_summary,0,11702,0.0,0.004247700097039342,0,0,prompt_exceeds_runtime_limit
meeting_summary|research_summary|decision_record|privacy_assessment|api_design_review|github_issue_triage|migration_planning|dependency_audit|postmortem_writing|release_checklist|github_pr_review|experiment_analysis|incident_triage|onboarding_plan|customer_escalation|literature_screening|data_quality_review|model_eval_review|security_review|document_review|performance_diagnosis|prompt_eval_design|accessibility_review|customer_support_reply|bug_reproduction,0,S1_selection_only,0,communication,"The request to capture what the group agreed, who owns each action, and what remains unresolved is best addressed by the **decision_record** skill. This skill is designed to document architectural decisions with context, options, rationale, and consequences. \n\nHere is the structured response based on the decision_record:\n\n- **Agreed Actions**: [List of actions agreed upon by the group]\n- **Owners**: [Who owns each action]\n- **Unresolved Issues**: [What remains unresolved or pending]\n\nPlease provide the specific details or context to ensure the decision_record is accurately",112,0,0.0006792000494897366,25,1,289816576,2527,,10.27986569982022,0,0.0,0.0,2592,meeting_summary-test,1,,meeting_summary,0,2527,10.27986569982022,43.78643249999732,0,1,
meeting_summary|research_summary|decision_record|privacy_assessment|api_design_review|github_issue_triage|migration_planning|dependency_audit|postmortem_writing|release_checklist|github_pr_review|experiment_analysis|incident_triage|onboarding_plan|customer_escalation|literature_screening|data_quality_review|model_eval_review|security_review|document_review|performance_diagnosis|prompt_eval_design|accessibility_review|customer_support_reply|bug_reproduction,1,S2_selection_to_full,0,communication,"SKILL_APPLIED: meeting_summary  \nDecision: The group agreed on the following actions:  \n- Action A: Owner: [Name], Date: [Date]  \n- Action B: Owner: [Name], Date: [Date]  \n- Action C: Owner: [Name], Date: [Date]  \n\nEvidence:  \n- Action A: Evidence: [Evidence]  \n- Action B: Evidence: [Evidence]  \n- Action C: Evidence: [Evidence]  \n\nNext action: [Next action]  \n\nUnresolved questions:  \n- [",120,1,0.003917199792340398,25,2,341196800,2527,meeting_summary,10.349587900098413,448,1.1572562998626381,0.003235999960452318,3111,meeting_summary-test,1,meeting_summary,meeting_summary,1,2975,11.506844199961051,29.024441999848932,0,1,
meeting_summary|research_summary|decision_record|privacy_assessment|api_design_review|github_issue_triage|migration_planning|dependency_audit|postmortem_writing|release_checklist|github_pr_review|experiment_analysis|incident_triage|onboarding_plan|customer_escalation|literature_screening|data_quality_review|model_eval_review|security_review|document_review|performance_diagnosis|prompt_eval_design|accessibility_review|customer_support_reply|bug_reproduction,1,S3_oracle_full,0,communication,"SKILL_APPLIED: meeting_summary  \nDecision: The group agreed on the following actions:  \n- Action A: Owner: [Name], Date: [Date]  \n- Action B: Owner: [Name], Date: [Date]  \n- Action C: Owner: [Name], Date: [Date]  \n\nEvidence:  \n- Action A: Evidence: [Evidence]  \n- Action B: Evidence: [Evidence]  \n- Action C: Evidence: [Evidence]  \n\nNext action: [Next action]  \n\nUnresolved questions:  \n- [",112,1,0.00012960005551576614,25,1,51380224,448,,1.1233745000790805,0,0.0,0.0,513,meeting_summary-test,1,meeting_summary,meeting_summary,1,448,1.1233745000790805,16.34893100010231,0,1,
customer_support_reply|github_pr_review,1,S0_full_all,0,communication,"SKILL_APPLIED: customer_support_reply  \nDecision: The user is experiencing a technical issue with their system.  \nEvidence: The issue appears to be related to a malfunctioning component or a configuration error.  \nNext action: Please check the affected system and ensure all updates are applied. If the issue persists, please contact customer support for further assistance.",71,1,0.00022309995256364346,2,1,105857024,923,,2.3294349999632686,0,0.0,0.0,992,customer_support_reply-test,1,customer_support_reply,customer_support_reply,1,923,2.3294349999632686,13.040030099917203,0,1,
