answer_correct,case_id,condition,constraint_violation,expected_token_id,expected_token_rank,format_compliant,generated_text,generation_seconds,protocol,required_evidence_use,scope,decode_calls_with_memory,decode_lifetime_pass,duplication_ratio,layer_count,layers,merged_interval_count,overlap_removed_tokens,query_position_offset,raw_interval_count,raw_selected_tokens,selected_reference_count,target_span_tokens,unique_native_tokens
1,conflicting_state-medium-s71,A3_SELECTED_PLUS_REQUIRED_FULL,0,11692,1,1,ANSWER= ember,1.395519900135696,paper8-native-bug-ablation-v2,1.0,native,140,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,41,1,41,1,full,41
1,conflicting_state-medium-s71,A4_A5_SELECTED_WINDOW_512,0,11692,1,1,ANSWER= ember,1.6522029000334442,paper8-native-bug-ablation-v2,1.0,native,140,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,41,41,2,82,1,512,41
1,conflicting_state-medium-s71,A4_A5_SELECTED_WINDOW_256,0,11692,1,1,ANSWER= ember,1.5263170001562685,paper8-native-bug-ablation-v2,1.0,native,140,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,41,41,2,82,1,256,41
1,conflicting_state-medium-s71,A4_A5_SELECTED_WINDOW_128,0,11692,1,1,ANSWER= ember,1.5095786000601947,paper8-native-bug-ablation-v2,1.0,native,140,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,41,41,2,82,1,128,41
1,conflicting_state-medium-s71,A4_A5_SELECTED_WINDOW_96,0,11692,1,1,ANSWER= ember,1.7087456998415291,paper8-native-bug-ablation-v2,1.0,native,140,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,41,41,2,82,1,96,41
1,conflicting_state-medium-s71,A4_A5_SELECTED_WINDOW_64,0,11692,1,1,ANSWER= ember,1.467705799965188,paper8-native-bug-ablation-v2,1.0,native,140,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,41,41,2,82,1,64,41
1,conflicting_state-medium-s71,A4_A5_SELECTED_WINDOW_32,0,11692,1,1,ANSWER= ember,1.6321881997864693,paper8-native-bug-ablation-v2,1.0,native,140,1,1.5609756097560976,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,23,41,2,64,1,32,41
0,conflicting_state-medium-s71,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,11692,13863,0,,0.35916980006732047,paper8-native-bug-ablation-v2,0.0,native,28,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,41,1,23,1,,23
0,conflicting_state-medium-s71,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,11692,1,1,ANSWER= <value>,1.3443070000503212,paper8-native-bug-ablation-v2,0.0,native,28,1,2.0,4,"[11, 17, 23, 27]",1,41,41,2,82,1,full,41
0,conflicting_state-medium-s71,LAYER_ABLATION_FULL_SELECTED_LATE1,0,11692,1,1,ANSWER= <value> resolve_acme>,1.7487123999744654,paper8-native-bug-ablation-v2,0.0,native,11,1,2.0,1,[27],1,41,41,2,82,1,full,41
1,independent_parallel-high-s11,VISIBLE_FULL_SESSION,0,11692,1,1,ANSWER=grove,1.6788256999570876,paper8-native-bug-ablation-v2,1.0,visible,,,,,,,,,,,,,
1,independent_parallel-high-s11,VISIBLE_FULL_TASK_SCOPE,0,11692,1,1,ANSWER=grove,1.0024011000059545,paper8-native-bug-ablation-v2,1.0,visible,,,,,,,,,,,,,
0,independent_parallel-high-s11,NATIVE_FULL_SESSION,1,11692,1,1,"ANSWER= ANSWER=verification_code=verification_code=beacon=gr=beacon

```gve
",11.029323399998248,paper8-native-bug-ablation-v2,0.0,native,672,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",8,0,56,8,379,8,full,379
1,independent_parallel-high-s11,NATIVE_FULL_TASK_SCOPE,0,11692,1,1,ANSWER= groveve,2.076100399950519,paper8-native-bug-ablation-v2,1.0,native,196,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,56,1,56,1,full,56
1,independent_parallel-high-s11,A1_REQUIRED_RECORDS_FULL,0,11692,1,1,ANSWER= groveve,2.0506259999237955,paper8-native-bug-ablation-v2,1.0,native,196,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,56,1,56,1,full,56
1,independent_parallel-high-s11,A2_SELECTED_RECORDS_FULL,0,11692,1,1,ANSWER= groveve,2.0410727001726627,paper8-native-bug-ablation-v2,1.0,native,196,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,56,56,2,112,1,full,56
1,independent_parallel-high-s11,A3_SELECTED_PLUS_REQUIRED_FULL,0,11692,1,1,ANSWER= groveve,2.1007540998980403,paper8-native-bug-ablation-v2,1.0,native,196,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,56,1,56,1,full,56
1,independent_parallel-high-s11,A4_A5_SELECTED_WINDOW_512,0,11692,1,1,ANSWER= groveve,2.126989600015804,paper8-native-bug-ablation-v2,1.0,native,196,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,56,56,2,112,1,512,56
1,independent_parallel-high-s11,A4_A5_SELECTED_WINDOW_256,0,11692,1,1,ANSWER= groveve,2.0928116999566555,paper8-native-bug-ablation-v2,1.0,native,196,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,56,56,2,112,1,256,56
1,independent_parallel-high-s11,A4_A5_SELECTED_WINDOW_128,0,11692,1,1,ANSWER= groveve,2.25010919990018,paper8-native-bug-ablation-v2,1.0,native,196,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,56,56,2,112,1,128,56
1,independent_parallel-high-s11,A4_A5_SELECTED_WINDOW_96,0,11692,1,1,ANSWER= groveve,2.0975650001782924,paper8-native-bug-ablation-v2,1.0,native,196,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,56,56,2,112,1,96,56
1,independent_parallel-high-s11,A4_A5_SELECTED_WINDOW_64,0,11692,1,1,ANSWER= groveve,2.265515999868512,paper8-native-bug-ablation-v2,1.0,native,196,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,56,56,2,112,1,64,56
1,independent_parallel-high-s11,A4_A5_SELECTED_WINDOW_32,0,11692,1,1,ANSWER= groveve,2.027346799848601,paper8-native-bug-ablation-v2,1.0,native,196,1,1.1428571428571428,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,8,56,2,64,1,32,56
0,independent_parallel-high-s11,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,11692,25305,0,,0.3999746998306364,paper8-native-bug-ablation-v2,0.0,native,28,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,56,1,26,1,,26
0,independent_parallel-high-s11,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,11692,1,1,ANSWER= <verification code> 0,2.1460911000613123,paper8-native-bug-ablation-v2,0.0,native,40,1,2.0,4,"[11, 17, 23, 27]",1,56,56,2,112,1,full,56
0,independent_parallel-high-s11,LAYER_ABLATION_FULL_SELECTED_LATE1,0,11692,1,1,ANSWER= <code>Verification Code for scope t7777222222288,4.274681700160727,paper8-native-bug-ablation-v2,0.0,native,24,1,2.0,1,[27],1,56,56,2,112,1,full,56
0,linear_dependency-high-s23,VISIBLE_FULL_SESSION,1,11692,1,1,ANSWER=+lilac +north +amber +birch +cobalt +delta,4.462907999986783,paper8-native-bug-ablation-v2,0.5,visible,,,,,,,,,,,,,
1,linear_dependency-high-s23,VISIBLE_FULL_TASK_SCOPE,0,11692,1,1,ANSWER=+delta+ember,1.73182149999775,paper8-native-bug-ablation-v2,1.0,visible,,,,,,,,,,,,,
0,linear_dependency-high-s23,NATIVE_FULL_SESSION,0,11692,7,1,"</think>

ANSWER=+ t7+task=t7. resolve_acme=Acme=Acme=Ac",10.857685399940237,paper8-native-bug-ablation-v2,0.0,native,672,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",8,0,56,8,380,8,full,380
1,linear_dependency-high-s23,NATIVE_FULL_TASK_SCOPE,0,11692,1,1,ANSWER= + ember delta,2.3495980999432504,paper8-native-bug-ablation-v2,1.0,native,196,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,0,55,2,98,2,full,98
1,linear_dependency-high-s23,A1_REQUIRED_RECORDS_FULL,0,11692,1,1,ANSWER= + ember delta,2.442338499939069,paper8-native-bug-ablation-v2,1.0,native,196,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,0,55,2,98,2,full,98
1,linear_dependency-high-s23,A2_SELECTED_RECORDS_FULL,0,11692,1,1,ANSWER= + ember delta,2.2369162999093533,paper8-native-bug-ablation-v2,1.0,native,196,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,98,55,4,196,2,full,98
1,linear_dependency-high-s23,A3_SELECTED_PLUS_REQUIRED_FULL,0,11692,1,1,ANSWER= + ember delta,2.4015216999687254,paper8-native-bug-ablation-v2,1.0,native,196,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,0,55,2,98,2,full,98
1,linear_dependency-high-s23,A4_A5_SELECTED_WINDOW_512,0,11692,1,1,ANSWER= + ember delta,2.32151859998703,paper8-native-bug-ablation-v2,1.0,native,196,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,98,55,4,196,2,512,98
1,linear_dependency-high-s23,A4_A5_SELECTED_WINDOW_256,0,11692,1,1,ANSWER= + ember delta,2.672987600089982,paper8-native-bug-ablation-v2,1.0,native,196,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,98,55,4,196,2,256,98
1,linear_dependency-high-s23,A4_A5_SELECTED_WINDOW_128,0,11692,1,1,ANSWER= + ember delta,2.398771299980581,paper8-native-bug-ablation-v2,1.0,native,196,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,98,55,4,196,2,128,98
1,linear_dependency-high-s23,A4_A5_SELECTED_WINDOW_96,0,11692,1,1,ANSWER= + ember delta,2.1148002000991255,paper8-native-bug-ablation-v2,1.0,native,196,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,98,55,4,196,2,96,98
1,linear_dependency-high-s23,A4_A5_SELECTED_WINDOW_64,0,11692,1,1,ANSWER= + ember delta,2.3497400998603553,paper8-native-bug-ablation-v2,1.0,native,196,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,98,55,4,196,2,64,98
1,linear_dependency-high-s23,A4_A5_SELECTED_WINDOW_32,0,11692,1,1,ANSWER= + ember delta,2.3754273001104593,paper8-native-bug-ablation-v2,1.0,native,196,1,1.3061224489795917,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,30,55,4,128,2,32,98
0,linear_dependency-high-s23,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,11692,17020,0,,0.36068529984913766,paper8-native-bug-ablation-v2,0.0,native,28,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,0,55,2,50,2,,50
0,linear_dependency-high-s23,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,11692,1,1,ANSWER= Resolve Acmeceme Atlas release status: t77 +7 +7 +7 +7 +,4.811210599960759,paper8-native-bug-ablation-v2,0.0,native,96,1,2.0,4,"[11, 17, 23, 27]",2,98,55,4,196,2,full,98
0,linear_dependency-high-s23,LAYER_ABLATION_FULL_SELECTED_LATE1,0,11692,1,1,ANSWER= Resolve Acmeplete the status of Acme Atlas release status and verification code for t7 t7 t,4.333390000043437,paper8-native-bug-ablation-v2,0.0,native,24,1,2.0,1,[27],2,98,55,4,196,2,full,98
0,join-high-s37,VISIBLE_FULL_SESSION,1,11692,1,1,ANSWER=+saffron+onyx+pearl+river+quartz,4.023914100136608,paper8-native-bug-ablation-v2,1.0,visible,,,,,,,,,,,,,
0,join-high-s37,VISIBLE_FULL_TASK_SCOPE,1,11692,1,1,ANSWER=+river+saffron,1.7580436000134796,paper8-native-bug-ablation-v2,0.3333333333333333,visible,,,,,,,,,,,,,
0,join-high-s37,NATIVE_FULL_SESSION,1,11692,9,1,"</think>

ANSWER=+task=t7+map maple+supers=maple+supers=verification_code",11.500629599904642,paper8-native-bug-ablation-v2,0.0,native,672,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",8,0,58,8,380,8,full,380
0,join-high-s37,NATIVE_FULL_TASK_SCOPE,0,11692,1,1,ANSWER= Resolve AcmeceMe: verification code: verification code: +qu: verification code: pearl + quartz,8.421190900029615,paper8-native-bug-ablation-v2,0.6666666666666666,native,672,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,0,58,4,188,4,full,188
0,join-high-s37,A1_REQUIRED_RECORDS_FULL,0,11692,1,1,ANSWER= +task=t7+quartz+pearthur+river+river,5.9008484000805765,paper8-native-bug-ablation-v2,0.6666666666666666,native,504,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",3,0,49,3,130,3,full,130
0,join-high-s37,A2_SELECTED_RECORDS_FULL,0,11692,1,1,ANSWER= Resolve AcmeceMe: verification code: verification code: +qu: verification code: pearl + quartz,8.492798499995843,paper8-native-bug-ablation-v2,0.6666666666666666,native,672,1,2.047872340425532,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,197,58,8,385,4,full,188
0,join-high-s37,A3_SELECTED_PLUS_REQUIRED_FULL,0,11692,1,1,ANSWER= Resolve AcmeceMe: verification code: verification code: +qu: verification code: pearl + quartz,8.708303100196645,paper8-native-bug-ablation-v2,0.6666666666666666,native,672,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,0,58,4,188,4,full,188
0,join-high-s37,A4_A5_SELECTED_WINDOW_512,0,11692,1,1,ANSWER= Resolve AcmeceMe: verification code: verification code: +qu: verification code: pearl + quartz,9.100027499953285,paper8-native-bug-ablation-v2,0.6666666666666666,native,672,1,2.047872340425532,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,197,58,8,385,4,512,188
0,join-high-s37,A4_A5_SELECTED_WINDOW_256,0,11692,1,1,ANSWER= Resolve AcmeceMe: verification code: verification code: +qu: verification code: pearl + quartz,9.628156500170007,paper8-native-bug-ablation-v2,0.6666666666666666,native,672,1,2.047872340425532,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,197,58,8,385,4,256,188
0,join-high-s37,A4_A5_SELECTED_WINDOW_128,0,11692,1,1,ANSWER= Resolve AcmeceMe: verification code: verification code: +qu: verification code: pearl + quartz,9.074109399924055,paper8-native-bug-ablation-v2,0.6666666666666666,native,672,1,2.047872340425532,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,197,58,8,385,4,128,188
0,join-high-s37,A4_A5_SELECTED_WINDOW_96,0,11692,1,1,ANSWER= Resolve AcmeceMe: verification code: verification code: +qu: verification code: pearl + quartz,9.208151000086218,paper8-native-bug-ablation-v2,0.6666666666666666,native,672,1,2.047872340425532,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,197,58,8,385,4,96,188
0,join-high-s37,A4_A5_SELECTED_WINDOW_64,0,11692,1,1,ANSWER= Resolve AcmeceMe: verification code: verification code: +qu: verification code: pearl + quartz,8.659488099860027,paper8-native-bug-ablation-v2,0.6666666666666666,native,672,1,2.047872340425532,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,197,58,8,385,4,64,188
0,join-high-s37,A4_A5_SELECTED_WINDOW_32,0,11692,1,1,ANSWER= Resolve AcmeceMe: +saacmeAtlas Atlas release status: status: verified + Verified +,8.779918499989435,paper8-native-bug-ablation-v2,0.0,native,672,1,1.4970760233918128,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,85,58,8,256,4,32,171
0,join-high-s37,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,11692,1876,0,,0.4591645000036806,paper8-native-bug-ablation-v2,0.0,native,28,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",3,0,49,3,84,3,,84
0,join-high-s37,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,11692,1,1,ANSWER= Resolve Acmeceme Atlas release status: t77 +7 +7 +7 +7 +,4.9109382999595255,paper8-native-bug-ablation-v2,0.0,native,96,1,2.047872340425532,4,"[11, 17, 23, 27]",4,197,58,8,385,4,full,188
0,join-high-s37,LAYER_ABLATION_FULL_SELECTED_LATE1,0,11692,1,1,ANSWER= Resolve Acmeplete the status of Acme Atlas release status and verification code for t7 t7 t,4.553459899965674,paper8-native-bug-ablation-v2,0.0,native,24,1,2.047872340425532,1,[27],4,197,58,8,385,4,full,188
1,resumption-high-s53,VISIBLE_FULL_SESSION,0,11692,1,1,ANSWER=beacon,1.5300939998123795,paper8-native-bug-ablation-v2,1.0,visible,,,,,,,,,,,,,
1,resumption-high-s53,VISIBLE_FULL_TASK_SCOPE,0,11692,1,1,ANSWER=beacon,1.12184639996849,paper8-native-bug-ablation-v2,1.0,visible,,,,,,,,,,,,,
0,resumption-high-s53,NATIVE_FULL_SESSION,1,11692,1,1,"ANSWER= ANSWER=verification_code=beacon=iris=iris

The authoritative_verification code=beaconey",10.456892400048673,paper8-native-bug-ablation-v2,1.0,native,672,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",8,0,56,8,381,8,full,381
1,resumption-high-s53,NATIVE_FULL_TASK_SCOPE,0,11692,1,1,ANSWER= beacon,1.6836058001499623,paper8-native-bug-ablation-v2,1.0,native,140,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,38,1,38,1,full,38
1,resumption-high-s53,A1_REQUIRED_RECORDS_FULL,0,11692,1,1,ANSWER= beacon,1.8461099998094141,paper8-native-bug-ablation-v2,1.0,native,140,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,38,1,38,1,full,38
1,resumption-high-s53,A2_SELECTED_RECORDS_FULL,0,11692,1,1,ANSWER= beacon,1.6517258000094444,paper8-native-bug-ablation-v2,1.0,native,140,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,38,38,2,76,1,full,38
1,resumption-high-s53,A3_SELECTED_PLUS_REQUIRED_FULL,0,11692,1,1,ANSWER= beacon,1.5917936000041664,paper8-native-bug-ablation-v2,1.0,native,140,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,38,1,38,1,full,38
1,resumption-high-s53,A4_A5_SELECTED_WINDOW_512,0,11692,1,1,ANSWER= beacon,1.7574479000177234,paper8-native-bug-ablation-v2,1.0,native,140,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,38,38,2,76,1,512,38
1,resumption-high-s53,A4_A5_SELECTED_WINDOW_256,0,11692,1,1,ANSWER= beacon,1.4914077001158148,paper8-native-bug-ablation-v2,1.0,native,140,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,38,38,2,76,1,256,38
1,resumption-high-s53,A4_A5_SELECTED_WINDOW_128,0,11692,1,1,ANSWER= beacon,1.7022446000482887,paper8-native-bug-ablation-v2,1.0,native,140,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,38,38,2,76,1,128,38
1,resumption-high-s53,A4_A5_SELECTED_WINDOW_96,0,11692,1,1,ANSWER= beacon,1.6798364999704063,paper8-native-bug-ablation-v2,1.0,native,140,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,38,38,2,76,1,96,38
1,resumption-high-s53,A4_A5_SELECTED_WINDOW_64,0,11692,1,1,ANSWER= beacon,1.620321199996397,paper8-native-bug-ablation-v2,1.0,native,140,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,38,38,2,76,1,64,38
1,resumption-high-s53,A4_A5_SELECTED_WINDOW_32,0,11692,1,1,ANSWER= beacon,1.6849050000309944,paper8-native-bug-ablation-v2,1.0,native,140,1,1.6842105263157894,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,26,38,2,64,1,32,38
0,resumption-high-s53,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,11692,3262,0,,0.4158259001560509,paper8-native-bug-ablation-v2,0.0,native,28,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,38,1,25,1,,25
0,resumption-high-s53,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,11692,1,1,ANSWER= <verification_code>0,1.613012099871412,paper8-native-bug-ablation-v2,0.0,native,36,1,2.0,4,"[11, 17, 23, 27]",1,38,38,2,76,1,full,38
0,resumption-high-s53,LAYER_ABLATION_FULL_SELECTED_LATE1,0,11692,1,1,ANSWER= <value> resolved>resolved>0000000000000,4.280349599895999,paper8-native-bug-ablation-v2,0.0,native,24,1,2.0,1,[27],1,38,38,2,76,1,full,38
0,conflicting_state-high-s71,VISIBLE_FULL_SESSION,1,11692,1,1,ANSWER=indigo,1.5659377998672426,paper8-native-bug-ablation-v2,0.0,visible,,,,,,,,,,,,,
1,conflicting_state-high-s71,VISIBLE_FULL_TASK_SCOPE,0,11692,1,1,ANSWER=linen,1.1585917000193149,paper8-native-bug-ablation-v2,1.0,visible,,,,,,,,,,,,,
