answer_correct,case_id,condition,constraint_violation,decode_calls_with_memory,decode_lifetime_pass,duplication_ratio,expected_token_id,expected_token_rank,format_compliant,generated_text,generation_seconds,layer_count,layers,merged_interval_count,overlap_removed_tokens,protocol,query_position_offset,raw_interval_count,raw_selected_tokens,required_evidence_use,scope,selected_reference_count,target_span_tokens,unique_native_tokens
0,independent_parallel-high-s11,NATIVE_FULL_SESSION,1,672,1,1.0,11692,1,1,"ANSWER= ANSWER=verification_code=verification_code=beacon=gr=beacon

```gve
",11.029323399998248,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",8,0,paper8-native-bug-ablation-v2,56,8,379,0.0,native,8,full,379
1,independent_parallel-high-s11,NATIVE_FULL_TASK_SCOPE,0,196,1,1.0,11692,1,1,ANSWER= groveve,2.076100399950519,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,56,1,56,1.0,native,1,full,56
1,independent_parallel-high-s11,A1_REQUIRED_RECORDS_FULL,0,196,1,1.0,11692,1,1,ANSWER= groveve,2.0506259999237955,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,56,1,56,1.0,native,1,full,56
1,independent_parallel-high-s11,A2_SELECTED_RECORDS_FULL,0,196,1,2.0,11692,1,1,ANSWER= groveve,2.0410727001726627,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,56,paper8-native-bug-ablation-v2,56,2,112,1.0,native,1,full,56
1,independent_parallel-high-s11,A3_SELECTED_PLUS_REQUIRED_FULL,0,196,1,1.0,11692,1,1,ANSWER= groveve,2.1007540998980403,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,56,1,56,1.0,native,1,full,56
1,independent_parallel-high-s11,A4_A5_SELECTED_WINDOW_512,0,196,1,2.0,11692,1,1,ANSWER= groveve,2.126989600015804,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,56,paper8-native-bug-ablation-v2,56,2,112,1.0,native,1,512,56
1,independent_parallel-high-s11,A4_A5_SELECTED_WINDOW_256,0,196,1,2.0,11692,1,1,ANSWER= groveve,2.0928116999566555,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,56,paper8-native-bug-ablation-v2,56,2,112,1.0,native,1,256,56
1,independent_parallel-high-s11,A4_A5_SELECTED_WINDOW_128,0,196,1,2.0,11692,1,1,ANSWER= groveve,2.25010919990018,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,56,paper8-native-bug-ablation-v2,56,2,112,1.0,native,1,128,56
1,independent_parallel-high-s11,A4_A5_SELECTED_WINDOW_96,0,196,1,2.0,11692,1,1,ANSWER= groveve,2.0975650001782924,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,56,paper8-native-bug-ablation-v2,56,2,112,1.0,native,1,96,56
1,independent_parallel-high-s11,A4_A5_SELECTED_WINDOW_64,0,196,1,2.0,11692,1,1,ANSWER= groveve,2.265515999868512,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,56,paper8-native-bug-ablation-v2,56,2,112,1.0,native,1,64,56
1,independent_parallel-high-s11,A4_A5_SELECTED_WINDOW_32,0,196,1,1.1428571428571428,11692,1,1,ANSWER= groveve,2.027346799848601,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,8,paper8-native-bug-ablation-v2,56,2,64,1.0,native,1,32,56
0,independent_parallel-high-s11,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,28,1,1.0,11692,25305,0,,0.3999746998306364,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,56,1,26,0.0,native,1,,26
0,independent_parallel-high-s11,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,40,1,2.0,11692,1,1,ANSWER= <verification code> 0,2.1460911000613123,4,"[11, 17, 23, 27]",1,56,paper8-native-bug-ablation-v2,56,2,112,0.0,native,1,full,56
0,independent_parallel-high-s11,LAYER_ABLATION_FULL_SELECTED_LATE1,0,24,1,2.0,11692,1,1,ANSWER= <code>Verification Code for scope t7777222222288,4.274681700160727,1,[27],1,56,paper8-native-bug-ablation-v2,56,2,112,0.0,native,1,full,56
0,linear_dependency-high-s23,NATIVE_FULL_SESSION,0,672,1,1.0,11692,7,1,"</think>

ANSWER=+ t7+task=t7. resolve_acme=Acme=Acme=Ac",10.857685399940237,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",8,0,paper8-native-bug-ablation-v2,56,8,380,0.0,native,8,full,380
1,linear_dependency-high-s23,NATIVE_FULL_TASK_SCOPE,0,196,1,1.0,11692,1,1,ANSWER= + ember delta,2.3495980999432504,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,0,paper8-native-bug-ablation-v2,55,2,98,1.0,native,2,full,98
1,linear_dependency-high-s23,A1_REQUIRED_RECORDS_FULL,0,196,1,1.0,11692,1,1,ANSWER= + ember delta,2.442338499939069,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,0,paper8-native-bug-ablation-v2,55,2,98,1.0,native,2,full,98
1,linear_dependency-high-s23,A2_SELECTED_RECORDS_FULL,0,196,1,2.0,11692,1,1,ANSWER= + ember delta,2.2369162999093533,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,98,paper8-native-bug-ablation-v2,55,4,196,1.0,native,2,full,98
1,linear_dependency-high-s23,A3_SELECTED_PLUS_REQUIRED_FULL,0,196,1,1.0,11692,1,1,ANSWER= + ember delta,2.4015216999687254,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,0,paper8-native-bug-ablation-v2,55,2,98,1.0,native,2,full,98
1,linear_dependency-high-s23,A4_A5_SELECTED_WINDOW_512,0,196,1,2.0,11692,1,1,ANSWER= + ember delta,2.32151859998703,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,98,paper8-native-bug-ablation-v2,55,4,196,1.0,native,2,512,98
1,linear_dependency-high-s23,A4_A5_SELECTED_WINDOW_256,0,196,1,2.0,11692,1,1,ANSWER= + ember delta,2.672987600089982,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,98,paper8-native-bug-ablation-v2,55,4,196,1.0,native,2,256,98
1,linear_dependency-high-s23,A4_A5_SELECTED_WINDOW_128,0,196,1,2.0,11692,1,1,ANSWER= + ember delta,2.398771299980581,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,98,paper8-native-bug-ablation-v2,55,4,196,1.0,native,2,128,98
1,linear_dependency-high-s23,A4_A5_SELECTED_WINDOW_96,0,196,1,2.0,11692,1,1,ANSWER= + ember delta,2.1148002000991255,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,98,paper8-native-bug-ablation-v2,55,4,196,1.0,native,2,96,98
1,linear_dependency-high-s23,A4_A5_SELECTED_WINDOW_64,0,196,1,2.0,11692,1,1,ANSWER= + ember delta,2.3497400998603553,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,98,paper8-native-bug-ablation-v2,55,4,196,1.0,native,2,64,98
1,linear_dependency-high-s23,A4_A5_SELECTED_WINDOW_32,0,196,1,1.3061224489795917,11692,1,1,ANSWER= + ember delta,2.3754273001104593,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,30,paper8-native-bug-ablation-v2,55,4,128,1.0,native,2,32,98
0,linear_dependency-high-s23,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,28,1,1.0,11692,17020,0,,0.36068529984913766,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,0,paper8-native-bug-ablation-v2,55,2,50,0.0,native,2,,50
0,linear_dependency-high-s23,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,96,1,2.0,11692,1,1,ANSWER= Resolve Acmeceme Atlas release status: t77 +7 +7 +7 +7 +,4.811210599960759,4,"[11, 17, 23, 27]",2,98,paper8-native-bug-ablation-v2,55,4,196,0.0,native,2,full,98
0,linear_dependency-high-s23,LAYER_ABLATION_FULL_SELECTED_LATE1,0,24,1,2.0,11692,1,1,ANSWER= Resolve Acmeplete the status of Acme Atlas release status and verification code for t7 t7 t,4.333390000043437,1,[27],2,98,paper8-native-bug-ablation-v2,55,4,196,0.0,native,2,full,98
0,join-high-s37,NATIVE_FULL_SESSION,1,672,1,1.0,11692,9,1,"</think>

ANSWER=+task=t7+map maple+supers=maple+supers=verification_code",11.500629599904642,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",8,0,paper8-native-bug-ablation-v2,58,8,380,0.0,native,8,full,380
0,join-high-s37,NATIVE_FULL_TASK_SCOPE,0,672,1,1.0,11692,1,1,ANSWER= Resolve AcmeceMe: verification code: verification code: +qu: verification code: pearl + quartz,8.421190900029615,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,0,paper8-native-bug-ablation-v2,58,4,188,0.6666666666666666,native,4,full,188
0,join-high-s37,A1_REQUIRED_RECORDS_FULL,0,504,1,1.0,11692,1,1,ANSWER= +task=t7+quartz+pearthur+river+river,5.9008484000805765,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",3,0,paper8-native-bug-ablation-v2,49,3,130,0.6666666666666666,native,3,full,130
0,join-high-s37,A2_SELECTED_RECORDS_FULL,0,672,1,2.047872340425532,11692,1,1,ANSWER= Resolve AcmeceMe: verification code: verification code: +qu: verification code: pearl + quartz,8.492798499995843,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,197,paper8-native-bug-ablation-v2,58,8,385,0.6666666666666666,native,4,full,188
0,join-high-s37,A3_SELECTED_PLUS_REQUIRED_FULL,0,672,1,1.0,11692,1,1,ANSWER= Resolve AcmeceMe: verification code: verification code: +qu: verification code: pearl + quartz,8.708303100196645,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,0,paper8-native-bug-ablation-v2,58,4,188,0.6666666666666666,native,4,full,188
0,join-high-s37,A4_A5_SELECTED_WINDOW_512,0,672,1,2.047872340425532,11692,1,1,ANSWER= Resolve AcmeceMe: verification code: verification code: +qu: verification code: pearl + quartz,9.100027499953285,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,197,paper8-native-bug-ablation-v2,58,8,385,0.6666666666666666,native,4,512,188
0,join-high-s37,A4_A5_SELECTED_WINDOW_256,0,672,1,2.047872340425532,11692,1,1,ANSWER= Resolve AcmeceMe: verification code: verification code: +qu: verification code: pearl + quartz,9.628156500170007,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,197,paper8-native-bug-ablation-v2,58,8,385,0.6666666666666666,native,4,256,188
0,join-high-s37,A4_A5_SELECTED_WINDOW_128,0,672,1,2.047872340425532,11692,1,1,ANSWER= Resolve AcmeceMe: verification code: verification code: +qu: verification code: pearl + quartz,9.074109399924055,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,197,paper8-native-bug-ablation-v2,58,8,385,0.6666666666666666,native,4,128,188
0,join-high-s37,A4_A5_SELECTED_WINDOW_96,0,672,1,2.047872340425532,11692,1,1,ANSWER= Resolve AcmeceMe: verification code: verification code: +qu: verification code: pearl + quartz,9.208151000086218,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,197,paper8-native-bug-ablation-v2,58,8,385,0.6666666666666666,native,4,96,188
0,join-high-s37,A4_A5_SELECTED_WINDOW_64,0,672,1,2.047872340425532,11692,1,1,ANSWER= Resolve AcmeceMe: verification code: verification code: +qu: verification code: pearl + quartz,8.659488099860027,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,197,paper8-native-bug-ablation-v2,58,8,385,0.6666666666666666,native,4,64,188
0,join-high-s37,A4_A5_SELECTED_WINDOW_32,0,672,1,1.4970760233918128,11692,1,1,ANSWER= Resolve AcmeceMe: +saacmeAtlas Atlas release status: status: verified + Verified +,8.779918499989435,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,85,paper8-native-bug-ablation-v2,58,8,256,0.0,native,4,32,171
0,join-high-s37,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,28,1,1.0,11692,1876,0,,0.4591645000036806,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",3,0,paper8-native-bug-ablation-v2,49,3,84,0.0,native,3,,84
0,join-high-s37,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,96,1,2.047872340425532,11692,1,1,ANSWER= Resolve Acmeceme Atlas release status: t77 +7 +7 +7 +7 +,4.9109382999595255,4,"[11, 17, 23, 27]",4,197,paper8-native-bug-ablation-v2,58,8,385,0.0,native,4,full,188
0,join-high-s37,LAYER_ABLATION_FULL_SELECTED_LATE1,0,24,1,2.047872340425532,11692,1,1,ANSWER= Resolve Acmeplete the status of Acme Atlas release status and verification code for t7 t7 t,4.553459899965674,1,[27],4,197,paper8-native-bug-ablation-v2,58,8,385,0.0,native,4,full,188
0,resumption-high-s53,NATIVE_FULL_SESSION,1,672,1,1.0,11692,1,1,"ANSWER= ANSWER=verification_code=beacon=iris=iris

The authoritative_verification code=beaconey",10.456892400048673,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",8,0,paper8-native-bug-ablation-v2,56,8,381,1.0,native,8,full,381
1,resumption-high-s53,NATIVE_FULL_TASK_SCOPE,0,140,1,1.0,11692,1,1,ANSWER= beacon,1.6836058001499623,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,38,1,38,1.0,native,1,full,38
1,resumption-high-s53,A1_REQUIRED_RECORDS_FULL,0,140,1,1.0,11692,1,1,ANSWER= beacon,1.8461099998094141,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,38,1,38,1.0,native,1,full,38
1,resumption-high-s53,A2_SELECTED_RECORDS_FULL,0,140,1,2.0,11692,1,1,ANSWER= beacon,1.6517258000094444,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,38,paper8-native-bug-ablation-v2,38,2,76,1.0,native,1,full,38
1,resumption-high-s53,A3_SELECTED_PLUS_REQUIRED_FULL,0,140,1,1.0,11692,1,1,ANSWER= beacon,1.5917936000041664,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,38,1,38,1.0,native,1,full,38
1,resumption-high-s53,A4_A5_SELECTED_WINDOW_512,0,140,1,2.0,11692,1,1,ANSWER= beacon,1.7574479000177234,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,38,paper8-native-bug-ablation-v2,38,2,76,1.0,native,1,512,38
1,resumption-high-s53,A4_A5_SELECTED_WINDOW_256,0,140,1,2.0,11692,1,1,ANSWER= beacon,1.4914077001158148,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,38,paper8-native-bug-ablation-v2,38,2,76,1.0,native,1,256,38
1,resumption-high-s53,A4_A5_SELECTED_WINDOW_128,0,140,1,2.0,11692,1,1,ANSWER= beacon,1.7022446000482887,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,38,paper8-native-bug-ablation-v2,38,2,76,1.0,native,1,128,38
1,resumption-high-s53,A4_A5_SELECTED_WINDOW_96,0,140,1,2.0,11692,1,1,ANSWER= beacon,1.6798364999704063,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,38,paper8-native-bug-ablation-v2,38,2,76,1.0,native,1,96,38
1,resumption-high-s53,A4_A5_SELECTED_WINDOW_64,0,140,1,2.0,11692,1,1,ANSWER= beacon,1.620321199996397,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,38,paper8-native-bug-ablation-v2,38,2,76,1.0,native,1,64,38
1,resumption-high-s53,A4_A5_SELECTED_WINDOW_32,0,140,1,1.6842105263157894,11692,1,1,ANSWER= beacon,1.6849050000309944,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,26,paper8-native-bug-ablation-v2,38,2,64,1.0,native,1,32,38
0,resumption-high-s53,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,28,1,1.0,11692,3262,0,,0.4158259001560509,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,38,1,25,0.0,native,1,,25
0,resumption-high-s53,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,36,1,2.0,11692,1,1,ANSWER= <verification_code>0,1.613012099871412,4,"[11, 17, 23, 27]",1,38,paper8-native-bug-ablation-v2,38,2,76,0.0,native,1,full,38
0,resumption-high-s53,LAYER_ABLATION_FULL_SELECTED_LATE1,0,24,1,2.0,11692,1,1,ANSWER= <value> resolved>resolved>0000000000000,4.280349599895999,1,[27],1,38,paper8-native-bug-ablation-v2,38,2,76,0.0,native,1,full,38
0,conflicting_state-high-s71,NATIVE_FULL_SESSION,1,420,1,1.0,11692,2,1,"</think>

ANSWER=task= ANSW=granite
granite",6.632381899980828,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",8,0,paper8-native-bug-ablation-v2,55,8,368,0.0,native,8,full,368
1,conflicting_state-high-s71,NATIVE_FULL_TASK_SCOPE,0,140,1,1.0,11692,1,1,ANSWER= linen,1.5881376001052558,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,41,1,41,1.0,native,1,full,41
1,conflicting_state-high-s71,A1_REQUIRED_RECORDS_FULL,0,140,1,1.0,11692,1,1,ANSWER= linen,1.5737126001622528,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,41,1,41,1.0,native,1,full,41
1,conflicting_state-high-s71,A2_SELECTED_RECORDS_FULL,0,140,1,2.0,11692,1,1,ANSWER= linen,1.4448442999273539,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,41,paper8-native-bug-ablation-v2,41,2,82,1.0,native,1,full,41
1,conflicting_state-high-s71,A3_SELECTED_PLUS_REQUIRED_FULL,0,140,1,1.0,11692,1,1,ANSWER= linen,1.5134554000105709,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,41,1,41,1.0,native,1,full,41
1,conflicting_state-high-s71,A4_A5_SELECTED_WINDOW_512,0,140,1,2.0,11692,1,1,ANSWER= linen,1.6537419999949634,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,41,paper8-native-bug-ablation-v2,41,2,82,1.0,native,1,512,41
1,conflicting_state-high-s71,A4_A5_SELECTED_WINDOW_256,0,140,1,2.0,11692,1,1,ANSWER= linen,1.7815841999836266,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,41,paper8-native-bug-ablation-v2,41,2,82,1.0,native,1,256,41
1,conflicting_state-high-s71,A4_A5_SELECTED_WINDOW_128,0,140,1,2.0,11692,1,1,ANSWER= linen,1.3937832000665367,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,41,paper8-native-bug-ablation-v2,41,2,82,1.0,native,1,128,41
1,conflicting_state-high-s71,A4_A5_SELECTED_WINDOW_96,0,140,1,2.0,11692,1,1,ANSWER= linen,1.6123567000031471,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,41,paper8-native-bug-ablation-v2,41,2,82,1.0,native,1,96,41
1,conflicting_state-high-s71,A4_A5_SELECTED_WINDOW_64,0,140,1,2.0,11692,1,1,ANSWER= linen,1.7070210999809206,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,41,paper8-native-bug-ablation-v2,41,2,82,1.0,native,1,64,41
1,conflicting_state-high-s71,A4_A5_SELECTED_WINDOW_32,0,140,1,1.5609756097560976,11692,1,1,ANSWER= linen,1.576124700019136,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,23,paper8-native-bug-ablation-v2,41,2,64,1.0,native,1,32,41
0,conflicting_state-high-s71,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,28,1,1.0,11692,17652,0,,0.3988884000573307,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,41,1,23,0.0,native,1,,23
0,conflicting_state-high-s71,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,28,1,2.0,11692,1,1,ANSWER= <value>,1.5623385000508279,4,"[11, 17, 23, 27]",1,41,paper8-native-bug-ablation-v2,41,2,82,0.0,native,1,full,41
0,conflicting_state-high-s71,LAYER_ABLATION_FULL_SELECTED_LATE1,0,11,1,2.0,11692,1,1,ANSWER= <value> resolve_acme>,1.9749855999834836,1,[27],1,41,paper8-native-bug-ablation-v2,41,2,82,0.0,native,1,full,41
