tokenizer,target,perturbation,mode,stop_token_strategy,rank,top1,recall_at_4,query_ms,candidate_rows
smollm2_135m,7,case,token_weighted,none,1,1,1,176.17639992386103,63
smollm2_135m,7,case,token_weighted,fixed,1,1,1,244.2025002092123,63
smollm2_135m,7,case,token_weighted,idf,1,1,1,216.1956001073122,63
smollm2_135m,7,case,cascade,none,1,1,1,183.30210004933178,63
smollm2_135m,7,case,cascade,fixed,1,1,1,239.78900001384318,63
smollm2_135m,7,case,cascade,idf,1,1,1,317.74720014072955,63
smollm2_135m,7,leading_space,token_exact,idf,1,1,1,168.11589989811182,63
smollm2_135m,7,leading_space,token_ngram,idf,1,1,1,160.31869989819825,63
smollm2_135m,7,leading_space,token_edit,idf,8,0,0,207.1207999251783,63
smollm2_135m,7,leading_space,token_approx,idf,8,0,0,169.29870005697012,63
smollm2_135m,7,leading_space,token_weighted,none,8,0,0,177.9372999444604,63
smollm2_135m,7,leading_space,token_weighted,fixed,8,0,0,164.44550012238324,63
smollm2_135m,7,leading_space,token_weighted,idf,8,0,0,191.82750000618398,63
smollm2_135m,7,leading_space,cascade,none,1,1,1,290.6339999753982,63
smollm2_135m,7,leading_space,cascade,fixed,1,1,1,204.49270005337894,63
smollm2_135m,7,leading_space,cascade,idf,1,1,1,189.55980008468032,63
smollm2_135m,7,punctuation,token_exact,idf,1,1,1,165.99459992721677,63
smollm2_135m,7,punctuation,token_ngram,idf,1,1,1,238.97099983878434,63
smollm2_135m,7,punctuation,token_edit,idf,8,0,0,172.34679986722767,63
smollm2_135m,7,punctuation,token_approx,idf,8,0,0,151.87339996919036,63
smollm2_135m,7,punctuation,token_weighted,none,8,0,0,170.08549999445677,63
smollm2_135m,7,punctuation,token_weighted,fixed,8,0,0,157.34999999403954,63
smollm2_135m,7,punctuation,token_weighted,idf,8,0,0,223.95769995637238,63
smollm2_135m,7,punctuation,cascade,none,1,1,1,164.63100002147257,63
smollm2_135m,7,punctuation,cascade,fixed,1,1,1,194.29729995317757,63
smollm2_135m,7,punctuation,cascade,idf,1,1,1,180.188599973917,63
smollm2_135m,7,hyphenation,token_exact,idf,1,1,1,161.08829993754625,63
smollm2_135m,7,hyphenation,token_ngram,idf,1,1,1,255.7037000078708,63
smollm2_135m,7,hyphenation,token_edit,idf,8,0,0,181.31559994071722,63
smollm2_135m,7,hyphenation,token_approx,idf,8,0,0,163.24730007909238,63
smollm2_135m,7,hyphenation,token_weighted,none,8,0,0,154.85029993578792,63
smollm2_135m,7,hyphenation,token_weighted,fixed,8,0,0,192.85920006223023,63
smollm2_135m,7,hyphenation,token_weighted,idf,8,0,0,164.8640998173505,63
smollm2_135m,7,hyphenation,cascade,none,1,1,1,152.13279984891415,63
smollm2_135m,7,hyphenation,cascade,fixed,1,1,1,150.8832999970764,63
smollm2_135m,7,hyphenation,cascade,idf,1,1,1,193.15740000456572,63
smollm2_135m,7,concatenation,token_exact,idf,1,1,1,205.65140014514327,63
smollm2_135m,7,concatenation,token_ngram,idf,1,1,1,155.65269999206066,63
smollm2_135m,7,concatenation,token_edit,idf,8,0,0,156.64829988963902,63
smollm2_135m,7,concatenation,token_approx,idf,8,0,0,158.30180002376437,63
smollm2_135m,7,concatenation,token_weighted,none,8,0,0,184.03169978410006,63
smollm2_135m,7,concatenation,token_weighted,fixed,8,0,0,218.31510006450117,63
smollm2_135m,7,concatenation,token_weighted,idf,8,0,0,156.2920999713242,63
smollm2_135m,7,concatenation,cascade,none,1,1,1,171.61260009743273,63
smollm2_135m,7,concatenation,cascade,fixed,1,1,1,184.60020003840327,63
smollm2_135m,7,concatenation,cascade,idf,1,1,1,214.60429998114705,63
smollm2_135m,7,split,token_exact,idf,8,0,0,215.42760008014739,60
smollm2_135m,7,split,token_ngram,idf,8,0,0,162.83649997785687,60
smollm2_135m,7,split,token_edit,idf,8,0,0,162.82529989257455,60
smollm2_135m,7,split,token_approx,idf,1,1,1,232.4936999939382,60
smollm2_135m,7,split,token_weighted,none,8,0,0,172.9092001914978,60
smollm2_135m,7,split,token_weighted,fixed,8,0,0,167.03300015069544,60
smollm2_135m,7,split,token_weighted,idf,1,1,1,179.2077999562025,60
smollm2_135m,7,split,cascade,none,8,0,0,172.6100998930633,60
smollm2_135m,7,split,cascade,fixed,8,0,0,216.74889978021383,60
smollm2_135m,7,split,cascade,idf,1,1,1,174.3366001173854,60
smollm2_135m,7,typo,token_exact,idf,8,0,0,144.7606000583619,60
smollm2_135m,7,typo,token_ngram,idf,8,0,0,158.03890000097454,60
smollm2_135m,7,typo,token_edit,idf,8,0,0,208.9547999203205,60
smollm2_135m,7,typo,token_approx,idf,8,0,0,152.05480018630624,60
smollm2_135m,7,typo,token_weighted,none,8,0,0,145.97190008498728,60
smollm2_135m,7,typo,token_weighted,fixed,8,0,0,147.4369999486953,60
smollm2_135m,7,typo,token_weighted,idf,8,0,0,146.63370000198483,60
smollm2_135m,7,typo,cascade,none,8,0,0,200.92589990235865,60
smollm2_135m,7,typo,cascade,fixed,8,0,0,153.17049995064735,60
smollm2_135m,7,typo,cascade,idf,8,0,0,156.12250007689,60
smollm2_135m,7,abbreviation,token_exact,idf,1,1,1,166.94349981844425,63
smollm2_135m,7,abbreviation,token_ngram,idf,1,1,1,154.97949998825788,63
smollm2_135m,7,abbreviation,token_edit,idf,8,0,0,165.04980018362403,63
smollm2_135m,7,abbreviation,token_approx,idf,8,0,0,205.51509992219508,63
smollm2_135m,7,abbreviation,token_weighted,none,8,0,0,154.7286999411881,63
smollm2_135m,7,abbreviation,token_weighted,fixed,8,0,0,145.4381998628378,63
smollm2_135m,7,abbreviation,token_weighted,idf,8,0,0,173.0802000965923,63
smollm2_135m,7,abbreviation,cascade,none,1,1,1,195.5086998641491,63
smollm2_135m,7,abbreviation,cascade,fixed,1,1,1,149.11590004339814,63
smollm2_135m,7,abbreviation,cascade,idf,1,1,1,149.68120004050434,63
smollm2_135m,7,identifier_alias,token_exact,idf,1,1,1,217.72049996070564,63
smollm2_135m,7,identifier_alias,token_ngram,idf,1,1,1,288.7039000634104,63
smollm2_135m,7,identifier_alias,token_edit,idf,8,0,0,219.47110001929104,63
smollm2_135m,7,identifier_alias,token_approx,idf,8,0,0,233.42279996722937,63
smollm2_135m,7,identifier_alias,token_weighted,none,8,0,0,227.0901999436319,63
smollm2_135m,7,identifier_alias,token_weighted,fixed,8,0,0,244.444299954921,63
smollm2_135m,7,identifier_alias,token_weighted,idf,8,0,0,244.55090006813407,63
smollm2_135m,7,identifier_alias,cascade,none,1,1,1,234.4010998494923,63
smollm2_135m,7,identifier_alias,cascade,fixed,1,1,1,240.8114999998361,63
smollm2_135m,7,identifier_alias,cascade,idf,1,1,1,253.27149988152087,63
smollm2_135m,7,stop_insertion,token_exact,idf,1,1,1,240.2539998292923,63
smollm2_135m,7,stop_insertion,token_ngram,idf,1,1,1,262.48509995639324,63
smollm2_135m,7,stop_insertion,token_edit,idf,8,0,0,263.0290000233799,63
smollm2_135m,7,stop_insertion,token_approx,idf,8,0,0,244.14919991977513,63
smollm2_135m,7,stop_insertion,token_weighted,none,8,0,0,264.1392000950873,63
smollm2_135m,7,stop_insertion,token_weighted,fixed,8,0,0,252.3453999310732,63
smollm2_135m,7,stop_insertion,token_weighted,idf,8,0,0,242.9062998853624,63
smollm2_135m,7,stop_insertion,cascade,none,1,1,1,248.34030005149543,63
smollm2_135m,7,stop_insertion,cascade,fixed,1,1,1,242.46999993920326,63
smollm2_135m,7,stop_insertion,cascade,idf,1,1,1,259.5608001574874,63
smollm2_135m,7,unicode_fullwidth_nfkc,token_exact,idf,8,0,0,1232.9196000937372,60
smollm2_135m,7,unicode_fullwidth_nfkc,token_ngram,idf,8,0,0,1308.6175001226366,60
smollm2_135m,7,unicode_fullwidth_nfkc,token_edit,idf,1,1,1,1364.447500091046,60
smollm2_135m,7,unicode_fullwidth_nfkc,token_approx,idf,1,1,1,1346.911899978295,60
smollm2_135m,7,unicode_fullwidth_nfkc,token_weighted,none,1,1,1,1315.1073001790792,60
smollm2_135m,7,unicode_fullwidth_nfkc,token_weighted,fixed,1,1,1,1331.8660999648273,60
smollm2_135m,7,unicode_fullwidth_nfkc,token_weighted,idf,1,1,1,1197.4366998765618,60
smollm2_135m,7,unicode_fullwidth_nfkc,cascade,none,1,1,1,1262.7736998256296,60
smollm2_135m,7,unicode_fullwidth_nfkc,cascade,fixed,1,1,1,1376.7609000205994,60
smollm2_135m,7,unicode_fullwidth_nfkc,cascade,idf,1,1,1,1273.8055000081658,60
smollm2_135m,7,unicode_math_nfkc,token_exact,idf,8,0,0,653.3973999321461,60
smollm2_135m,7,unicode_math_nfkc,token_ngram,idf,8,0,0,642.6852000877261,60
smollm2_135m,7,unicode_math_nfkc,token_edit,idf,1,1,1,640.4448999091983,60
smollm2_135m,7,unicode_math_nfkc,token_approx,idf,1,1,1,623.9807999227196,60
smollm2_135m,7,unicode_math_nfkc,token_weighted,none,1,1,1,623.4945999458432,60
smollm2_135m,7,unicode_math_nfkc,token_weighted,fixed,1,1,1,653.1128000933677,60
smollm2_135m,7,unicode_math_nfkc,token_weighted,idf,1,1,1,630.7530999183655,60
smollm2_135m,7,unicode_math_nfkc,cascade,none,1,1,1,623.6335001885891,60
smollm2_135m,7,unicode_math_nfkc,cascade,fixed,1,1,1,761.6606999654323,60
smollm2_135m,7,unicode_math_nfkc,cascade,idf,1,1,1,741.3763999938965,60
smollm2_135m,41,clean,token_exact,idf,1,1,1,203.8561999797821,64
smollm2_135m,41,clean,token_ngram,idf,1,1,1,299.39469997771084,64
smollm2_135m,41,clean,token_edit,idf,33,0,0,194.90420003421605,64
smollm2_135m,41,clean,token_approx,idf,33,0,0,194.6630000602454,64
smollm2_135m,41,clean,token_weighted,none,33,0,0,191.436099819839,64
smollm2_135m,41,clean,token_weighted,fixed,33,0,0,190.9898999147117,64
smollm2_135m,41,clean,token_weighted,idf,33,0,0,215.29039996676147,64
smollm2_135m,41,clean,cascade,none,1,1,1,220.31409991905093,64
smollm2_135m,41,clean,cascade,fixed,1,1,1,233.71220007538795,64
smollm2_135m,41,clean,cascade,idf,1,1,1,216.72979998402297,64
smollm2_135m,41,case,token_exact,idf,1,1,1,255.88229997083545,64
smollm2_135m,41,case,token_ngram,idf,1,1,1,244.66810002923012,64
smollm2_135m,41,case,token_edit,idf,2,0,1,249.49519988149405,64
smollm2_135m,41,case,token_approx,idf,2,0,1,232.59749985300004,64
smollm2_135m,41,case,token_weighted,none,2,0,1,249.75760001689196,64
smollm2_135m,41,case,token_weighted,fixed,2,0,1,221.9963998068124,64
smollm2_135m,41,case,token_weighted,idf,2,0,1,229.58779986947775,64
smollm2_135m,41,case,cascade,none,1,1,1,247.43540002964437,64
smollm2_135m,41,case,cascade,fixed,1,1,1,245.94549997709692,64
smollm2_135m,41,case,cascade,idf,1,1,1,238.9688000548631,64
smollm2_135m,41,leading_space,token_exact,idf,1,1,1,210.64940001815557,64
smollm2_135m,41,leading_space,token_ngram,idf,1,1,1,215.44479997828603,64
smollm2_135m,41,leading_space,token_edit,idf,33,0,0,208.43530003912747,64
smollm2_135m,41,leading_space,token_approx,idf,33,0,0,206.75119990482926,64
smollm2_135m,41,leading_space,token_weighted,none,33,0,0,203.66039988584816,64
smollm2_135m,41,leading_space,token_weighted,fixed,33,0,0,202.98449997790158,64
smollm2_135m,41,leading_space,token_weighted,idf,33,0,0,210.56629996746778,64
smollm2_135m,41,leading_space,cascade,none,1,1,1,202.19810004346073,64
smollm2_135m,41,leading_space,cascade,fixed,1,1,1,223.13640010543168,64
smollm2_135m,41,leading_space,cascade,idf,1,1,1,205.03519987687469,64
smollm2_135m,41,punctuation,token_exact,idf,1,1,1,282.050299923867,64
smollm2_135m,41,punctuation,token_ngram,idf,1,1,1,223.77440007403493,64
smollm2_135m,41,punctuation,token_edit,idf,33,0,0,205.8879998512566,64
smollm2_135m,41,punctuation,token_approx,idf,33,0,0,266.7960000690073,64
smollm2_135m,41,punctuation,token_weighted,none,33,0,0,213.56309996917844,64
smollm2_135m,41,punctuation,token_weighted,fixed,33,0,0,215.5392998829484,64
smollm2_135m,41,punctuation,token_weighted,idf,33,0,0,217.06110006198287,64
smollm2_135m,41,punctuation,cascade,none,1,1,1,289.26429990679026,64
smollm2_135m,41,punctuation,cascade,fixed,1,1,1,288.7486999388784,64
smollm2_135m,41,punctuation,cascade,idf,1,1,1,220.39819997735322,64
smollm2_135m,41,hyphenation,token_exact,idf,1,1,1,211.69979986734688,64
smollm2_135m,41,hyphenation,token_ngram,idf,1,1,1,237.91040014475584,64
smollm2_135m,41,hyphenation,token_edit,idf,33,0,0,221.72469994984567,64
smollm2_135m,41,hyphenation,token_approx,idf,33,0,0,211.05609997175634,64
smollm2_135m,41,hyphenation,token_weighted,none,33,0,0,240.65389996394515,64
smollm2_135m,41,hyphenation,token_weighted,fixed,33,0,0,222.16849983669817,64
smollm2_135m,41,hyphenation,token_weighted,idf,33,0,0,242.46260011568666,64
smollm2_135m,41,hyphenation,cascade,none,1,1,1,198.41159996576607,64
smollm2_135m,41,hyphenation,cascade,fixed,1,1,1,213.19530019536614,64
smollm2_135m,41,hyphenation,cascade,idf,1,1,1,248.6000000499189,64
smollm2_135m,41,concatenation,token_exact,idf,1,1,1,204.6148998197168,64
smollm2_135m,41,concatenation,token_ngram,idf,1,1,1,192.86169996485114,64
smollm2_135m,41,concatenation,token_edit,idf,33,0,0,201.23440003953874,64
smollm2_135m,41,concatenation,token_approx,idf,33,0,0,250.77440007589757,64
smollm2_135m,41,concatenation,token_weighted,none,33,0,0,197.26549996994436,64
smollm2_135m,41,concatenation,token_weighted,fixed,33,0,0,204.1885000653565,64
smollm2_135m,41,concatenation,token_weighted,idf,33,0,0,273.3638999052346,64
smollm2_135m,41,concatenation,cascade,none,1,1,1,203.84639990516007,64
smollm2_135m,41,concatenation,cascade,fixed,1,1,1,201.71050005592406,64
smollm2_135m,41,concatenation,cascade,idf,1,1,1,182.64400004409254,64
smollm2_135m,41,split,token_exact,idf,1,1,1,273.0079998727888,64
smollm2_135m,41,split,token_ngram,idf,1,1,1,256.09379983507097,64
smollm2_135m,41,split,token_edit,idf,1,1,1,237.44369996711612,64
smollm2_135m,41,split,token_approx,idf,1,1,1,217.20350021496415,64
smollm2_135m,41,split,token_weighted,none,1,1,1,308.3357000723481,64
smollm2_135m,41,split,token_weighted,fixed,1,1,1,224.39720015972853,64
smollm2_135m,41,split,token_weighted,idf,1,1,1,228.66669995710254,64
smollm2_135m,41,split,cascade,none,1,1,1,247.8564998600632,64
smollm2_135m,41,split,cascade,fixed,1,1,1,241.04809993878007,64
smollm2_135m,41,split,cascade,idf,1,1,1,230.31879984773695,64
smollm2_135m,41,typo,token_exact,idf,33,0,0,202.7511999476701,64
smollm2_135m,41,typo,token_ngram,idf,1,1,1,224.77450012229383,64
smollm2_135m,41,typo,token_edit,idf,33,0,0,200.6045999005437,64
smollm2_135m,41,typo,token_approx,idf,33,0,0,206.3819000031799,64
smollm2_135m,41,typo,token_weighted,none,33,0,0,215.96050006337464,64
smollm2_135m,41,typo,token_weighted,fixed,33,0,0,254.36769984662533,64
smollm2_135m,41,typo,token_weighted,idf,33,0,0,193.64900002256036,64
smollm2_135m,41,typo,cascade,none,1,1,1,237.45650006458163,64
smollm2_135m,41,typo,cascade,fixed,1,1,1,260.8829999808222,64
smollm2_135m,41,typo,cascade,idf,1,1,1,207.91300013661385,64
smollm2_135m,41,abbreviation,token_exact,idf,1,1,1,195.13300014659762,64
smollm2_135m,41,abbreviation,token_ngram,idf,1,1,1,203.9616999682039,64
smollm2_135m,41,abbreviation,token_edit,idf,33,0,0,277.1076001226902,64
smollm2_135m,41,abbreviation,token_approx,idf,33,0,0,183.50920011289418,64
smollm2_135m,41,abbreviation,token_weighted,none,33,0,0,196.95509993471205,64
smollm2_135m,41,abbreviation,token_weighted,fixed,33,0,0,212.74399990215898,64
smollm2_135m,41,abbreviation,token_weighted,idf,33,0,0,245.54879986681044,64
smollm2_135m,41,abbreviation,cascade,none,1,1,1,257.4516998138279,64
smollm2_135m,41,abbreviation,cascade,fixed,1,1,1,182.49799986369908,64
smollm2_135m,41,abbreviation,cascade,idf,1,1,1,247.011800063774,64
smollm2_135m,41,identifier_alias,token_exact,idf,1,1,1,268.47580005414784,63
smollm2_135m,41,identifier_alias,token_ngram,idf,1,1,1,238.17100003361702,63
smollm2_135m,41,identifier_alias,token_edit,idf,34,0,0,219.49919988401234,63
smollm2_135m,41,identifier_alias,token_approx,idf,34,0,0,278.3101999666542,63
smollm2_135m,41,identifier_alias,token_weighted,none,34,0,0,237.30950010940433,63
smollm2_135m,41,identifier_alias,token_weighted,fixed,34,0,0,227.72730002179742,63
smollm2_135m,41,identifier_alias,token_weighted,idf,34,0,0,267.3672998789698,63
smollm2_135m,41,identifier_alias,cascade,none,1,1,1,293.81330008618534,63
smollm2_135m,41,identifier_alias,cascade,fixed,1,1,1,253.05490009486675,63
smollm2_135m,41,identifier_alias,cascade,idf,1,1,1,286.935199983418,63
smollm2_135m,41,stop_insertion,token_exact,idf,1,1,1,292.0739999972284,64
smollm2_135m,41,stop_insertion,token_ngram,idf,1,1,1,282.5684000272304,64
smollm2_135m,41,stop_insertion,token_edit,idf,33,0,0,339.57099984399974,64
smollm2_135m,41,stop_insertion,token_approx,idf,33,0,0,299.5333999861032,64
smollm2_135m,41,stop_insertion,token_weighted,none,33,0,0,295.55219993926585,64
smollm2_135m,41,stop_insertion,token_weighted,fixed,33,0,0,331.08190004713833,64
smollm2_135m,41,stop_insertion,token_weighted,idf,33,0,0,284.20719993300736,64
smollm2_135m,41,stop_insertion,cascade,none,1,1,1,285.98509985022247,64
smollm2_135m,41,stop_insertion,cascade,fixed,1,1,1,362.7703001257032,64
smollm2_135m,41,stop_insertion,cascade,idf,1,1,1,273.6626002006233,64
smollm2_135m,41,unicode_fullwidth_nfkc,token_exact,idf,1,1,1,1416.3343999534845,64
smollm2_135m,41,unicode_fullwidth_nfkc,token_ngram,idf,1,1,1,1402.8518002014607,64
smollm2_135m,41,unicode_fullwidth_nfkc,token_edit,idf,1,1,1,1604.8109999392182,64
smollm2_135m,41,unicode_fullwidth_nfkc,token_approx,idf,1,1,1,1518.2145000435412,64
smollm2_135m,41,unicode_fullwidth_nfkc,token_weighted,none,1,1,1,1487.4970000237226,64
smollm2_135m,41,unicode_fullwidth_nfkc,token_weighted,fixed,1,1,1,1609.3854000791907,64
smollm2_135m,41,unicode_fullwidth_nfkc,token_weighted,idf,1,1,1,1452.444899827242,64
smollm2_135m,41,unicode_fullwidth_nfkc,cascade,none,1,1,1,1438.075700076297,64
smollm2_135m,41,unicode_fullwidth_nfkc,cascade,fixed,1,1,1,1467.7730000112206,64
smollm2_135m,41,unicode_fullwidth_nfkc,cascade,idf,1,1,1,1469.3947001360357,64
smollm2_135m,41,unicode_math_nfkc,token_exact,idf,1,1,1,801.6745001077652,64
smollm2_135m,41,unicode_math_nfkc,token_ngram,idf,1,1,1,873.3384001534432,64
smollm2_135m,41,unicode_math_nfkc,token_edit,idf,1,1,1,733.5967998951674,64
smollm2_135m,41,unicode_math_nfkc,token_approx,idf,1,1,1,754.2694001458585,64
smollm2_135m,41,unicode_math_nfkc,token_weighted,none,1,1,1,733.7413998320699,64
smollm2_135m,41,unicode_math_nfkc,token_weighted,fixed,1,1,1,717.6758998539299,64
smollm2_135m,41,unicode_math_nfkc,token_weighted,idf,1,1,1,757.5866000261158,64
smollm2_135m,41,unicode_math_nfkc,cascade,none,1,1,1,752.5597999338061,64
smollm2_135m,41,unicode_math_nfkc,cascade,fixed,1,1,1,737.8605001140386,64
smollm2_135m,41,unicode_math_nfkc,cascade,idf,1,1,1,733.574999962002,64
smollm2_135m,173,clean,token_exact,idf,1,1,1,239.38549985177815,63
smollm2_135m,173,clean,token_ngram,idf,1,1,1,230.67809990607202,63
smollm2_135m,173,clean,token_edit,idf,35,0,0,255.79990004189312,63
smollm2_135m,173,clean,token_approx,idf,35,0,0,240.3887000400573,63
smollm2_135m,173,clean,token_weighted,none,35,0,0,240.97520019859076,63
smollm2_135m,173,clean,token_weighted,fixed,35,0,0,240.39670010097325,63
smollm2_135m,173,clean,token_weighted,idf,35,0,0,257.46749993413687,63
smollm2_135m,173,clean,cascade,none,1,1,1,237.39820020273328,63
smollm2_135m,173,clean,cascade,fixed,1,1,1,232.6579000800848,63
smollm2_135m,173,clean,cascade,idf,1,1,1,260.7172999996692,63
smollm2_135m,173,case,token_exact,idf,1,1,1,369.3292001262307,63
smollm2_135m,173,case,token_ngram,idf,1,1,1,300.5305000115186,63
smollm2_135m,173,case,token_edit,idf,12,0,0,304.9476998858154,63
smollm2_135m,173,case,token_approx,idf,12,0,0,290.4260999057442,63
smollm2_135m,173,case,token_weighted,none,12,0,0,304.47209998965263,63
smollm2_135m,173,case,token_weighted,fixed,12,0,0,282.94560010544956,63
smollm2_135m,173,case,token_weighted,idf,12,0,0,281.38669999316335,63
smollm2_135m,173,case,cascade,none,1,1,1,300.8648999966681,63
smollm2_135m,173,case,cascade,fixed,1,1,1,280.9925000183284,63
smollm2_135m,173,case,cascade,idf,1,1,1,304.09369990229607,63
smollm2_135m,173,leading_space,token_exact,idf,1,1,1,258.58850008808076,63
smollm2_135m,173,leading_space,token_ngram,idf,1,1,1,254.2277998290956,63
smollm2_135m,173,leading_space,token_edit,idf,35,0,0,259.0063000097871,63
smollm2_135m,173,leading_space,token_approx,idf,35,0,0,254.64440020732582,63
smollm2_135m,173,leading_space,token_weighted,none,35,0,0,240.0866998359561,63
smollm2_135m,173,leading_space,token_weighted,fixed,35,0,0,269.6067001670599,63
smollm2_135m,173,leading_space,token_weighted,idf,35,0,0,261.1055001616478,63
smollm2_135m,173,leading_space,cascade,none,1,1,1,277.79059996828437,63
smollm2_135m,173,leading_space,cascade,fixed,1,1,1,294.9157999828458,63
smollm2_135m,173,leading_space,cascade,idf,1,1,1,256.2029000837356,63
smollm2_135m,173,punctuation,token_exact,idf,1,1,1,308.7949000764638,63
smollm2_135m,173,punctuation,token_ngram,idf,1,1,1,283.4091999102384,63
smollm2_135m,173,punctuation,token_edit,idf,35,0,0,259.8161001224071,63
smollm2_135m,173,punctuation,token_approx,idf,35,0,0,303.0534000135958,63
smollm2_135m,173,punctuation,token_weighted,none,35,0,0,338.05790008045733,63
smollm2_135m,173,punctuation,token_weighted,fixed,35,0,0,259.311500005424,63
smollm2_135m,173,punctuation,token_weighted,idf,35,0,0,258.6648999713361,63
smollm2_135m,173,punctuation,cascade,none,1,1,1,313.8325000181794,63
smollm2_135m,173,punctuation,cascade,fixed,1,1,1,252.22570006735623,63
smollm2_135m,173,punctuation,cascade,idf,1,1,1,339.634699979797,63
smollm2_135m,173,hyphenation,token_exact,idf,1,1,1,309.6388999838382,63
smollm2_135m,173,hyphenation,token_ngram,idf,1,1,1,375.3388000186533,63
smollm2_135m,173,hyphenation,token_edit,idf,35,0,0,262.4105999711901,63
smollm2_135m,173,hyphenation,token_approx,idf,35,0,0,291.9841001275927,63
smollm2_135m,173,hyphenation,token_weighted,none,35,0,0,283.26960001140833,63
smollm2_135m,173,hyphenation,token_weighted,fixed,35,0,0,263.1868999451399,63
smollm2_135m,173,hyphenation,token_weighted,idf,35,0,0,325.5460001528263,63
smollm2_135m,173,hyphenation,cascade,none,1,1,1,262.44469988159835,63
smollm2_135m,173,hyphenation,cascade,fixed,1,1,1,272.0052998047322,63
smollm2_135m,173,hyphenation,cascade,idf,1,1,1,263.5574999731034,63
smollm2_135m,173,concatenation,token_exact,idf,1,1,1,300.38159992545843,63
smollm2_135m,173,concatenation,token_ngram,idf,1,1,1,251.34800001978874,63
smollm2_135m,173,concatenation,token_edit,idf,35,0,0,265.0352001655847,63
smollm2_135m,173,concatenation,token_approx,idf,35,0,0,329.85029998235404,63
smollm2_135m,173,concatenation,token_weighted,none,35,0,0,271.00559999234974,63
smollm2_135m,173,concatenation,token_weighted,fixed,35,0,0,236.6961999796331,63
smollm2_135m,173,concatenation,token_weighted,idf,35,0,0,280.5216999258846,63
smollm2_135m,173,concatenation,cascade,none,1,1,1,239.9691001046449,63
smollm2_135m,173,concatenation,cascade,fixed,1,1,1,262.0247998274863,63
smollm2_135m,173,concatenation,cascade,idf,1,1,1,313.80639993585646,63
smollm2_135m,173,split,token_exact,idf,1,1,1,283.5444000083953,64
smollm2_135m,173,split,token_ngram,idf,1,1,1,272.5615999661386,64
smollm2_135m,173,split,token_edit,idf,2,0,1,325.0545000191778,64
smollm2_135m,173,split,token_approx,idf,2,0,1,283.78759999759495,64
smollm2_135m,173,split,token_weighted,none,2,0,1,251.22999981977046,64
smollm2_135m,173,split,token_weighted,fixed,2,0,1,343.63429993391037,64
smollm2_135m,173,split,token_weighted,idf,2,0,1,260.8362000901252,64
smollm2_135m,173,split,cascade,none,1,1,1,265.2940999250859,64
smollm2_135m,173,split,cascade,fixed,1,1,1,322.0554001163691,64
smollm2_135m,173,split,cascade,idf,1,1,1,290.0949001777917,64
smollm2_135m,173,typo,token_exact,idf,1,1,1,231.75189993344247,64
smollm2_135m,173,typo,token_ngram,idf,1,1,1,342.90429996326566,64
smollm2_135m,173,typo,token_edit,idf,33,0,0,259.51460003852844,64
smollm2_135m,173,typo,token_approx,idf,33,0,0,236.0345998313278,64
smollm2_135m,173,typo,token_weighted,none,33,0,0,307.27630015462637,64
smollm2_135m,173,typo,token_weighted,fixed,33,0,0,251.88280013389885,64
smollm2_135m,173,typo,token_weighted,idf,33,0,0,266.51709992438555,64
smollm2_135m,173,typo,cascade,none,1,1,1,301.87450000084937,64
smollm2_135m,173,typo,cascade,fixed,1,1,1,251.9325998146087,64
smollm2_135m,173,typo,cascade,idf,1,1,1,242.65419994480908,64
smollm2_135m,173,abbreviation,token_exact,idf,1,1,1,403.8767998572439,63
smollm2_135m,173,abbreviation,token_ngram,idf,1,1,1,267.5713000353426,63
smollm2_135m,173,abbreviation,token_edit,idf,35,0,0,235.90029985643923,63
smollm2_135m,173,abbreviation,token_approx,idf,35,0,0,280.80759989097714,63
smollm2_135m,173,abbreviation,token_weighted,none,35,0,0,250.63030002638698,63
smollm2_135m,173,abbreviation,token_weighted,fixed,35,0,0,231.77899979054928,63
smollm2_135m,173,abbreviation,token_weighted,idf,35,0,0,284.60290003567934,63
smollm2_135m,173,abbreviation,cascade,none,1,1,1,294.0687998197973,63
smollm2_135m,173,abbreviation,cascade,fixed,1,1,1,240.2679999358952,63
smollm2_135m,173,abbreviation,cascade,idf,1,1,1,250.64549990929663,63
smollm2_135m,173,identifier_alias,token_exact,idf,1,1,1,314.37020003795624,63
smollm2_135m,173,identifier_alias,token_ngram,idf,1,1,1,226.37029993347824,63
smollm2_135m,173,identifier_alias,token_edit,idf,44,0,0,240.00099999830127,63
smollm2_135m,173,identifier_alias,token_approx,idf,44,0,0,244.2460001911968,63
smollm2_135m,173,identifier_alias,token_weighted,none,44,0,0,281.55559999868274,63
smollm2_135m,173,identifier_alias,token_weighted,fixed,44,0,0,231.73919995315373,63
smollm2_135m,173,identifier_alias,token_weighted,idf,44,0,0,225.3143999259919,63
smollm2_135m,173,identifier_alias,cascade,none,1,1,1,258.87309992685914,63
smollm2_135m,173,identifier_alias,cascade,fixed,1,1,1,223.48459996283054,63
smollm2_135m,173,identifier_alias,cascade,idf,1,1,1,255.24339987896383,63
smollm2_135m,173,stop_insertion,token_exact,idf,1,1,1,376.2332999613136,63
smollm2_135m,173,stop_insertion,token_ngram,idf,1,1,1,326.21610001660883,63
smollm2_135m,173,stop_insertion,token_edit,idf,35,0,0,346.30790003575385,63
smollm2_135m,173,stop_insertion,token_approx,idf,35,0,0,320.10149979032576,63
